,0,1
3237,209294,38661
3240,100752,188242
3247,209294,79578
3248,79578,209748
3249,79578,132084
3250,209748,132084
3251,388391,21742
3254,267374,303120
3255,385238,122418
3256,385238,13732
3257,26245,66152
3260,2353545,137880
3261,241513,382934
3262,241513,36100
3263,241513,132084
3264,241513,181022
3265,382934,36100
3266,382934,132084
3267,382934,181022
3268,36100,132084
3269,36100,181022
3270,132084,181022
3271,241513,181022
3272,241513,374226
3273,241513,1065010
3274,241513,382934
3275,181022,374226
3276,181022,1065010
3277,181022,382934
3278,374226,1065010
3279,374226,382934
3280,1065010,382934
3281,241513,357753
3282,241513,3198963
3283,241513,221673
3284,241513,1502171
3285,357753,3198963
3286,357753,221673
3287,357753,1502171
3288,3198963,221673
3289,3198963,1502171
3290,221673,1502171
3292,177218,131960
3293,177218,45095
3296,131960,45095
3302,964253,2751069
3303,188242,9638
3305,250359,137603
3306,250359,315388
3307,250359,315387
3308,137603,315388
3309,137603,315387
3310,315388,315387
3311,50513,132084
3313,182673,51988
3314,182673,45095
3316,51988,45095
3319,182673,13732
3323,167646,113583
3324,209748,90037
3325,126073,1065010
3326,126073,90037
3327,1065010,90037
3329,167646,1502171
3330,99679,92898
3331,99679,90037
3332,92898,90037
3334,182673,36100
3335,4440880,4938476
3336,383281,209294
3337,383281,167644
3338,209294,167644
3339,126073,90037
3340,212524,5153025
3341,212524,76242
3342,5153025,76242
3347,133881,98456
3349,17550,70351
3351,227200,76242
3352,165375,50200
3365,106720,5682
3371,57899,5682
3372,57899,69273
3373,5682,69273
3376,1106613,4048318
3379,110844,111476
3384,39455,192683
3385,39455,17587
3386,192683,17587
3415,101960,44392
3416,21742,65049
3420,39956,21128
3427,1003290,24072
3428,464681,60316
3438,206984,707862
3439,635898,1230639
3443,58554,186837
3444,1705967,1230639
3445,1705967,635898
3453,1705967,1230639
3454,635898,2669924
3455,635898,2669924
3456,635898,2669924
3481,235174,16659
3515,499898,116149
3516,499898,204817
3517,116149,204817
3519,21920,17101
3527,2957310,113468
3528,2957310,113469
3529,2957310,95003
3530,113468,113469
3531,113468,95003
3532,113469,95003
3534,133877,133869
3537,187660,38561
3538,187660,136840
3539,187660,143582
3540,38561,136840
3541,38561,143582
3542,136840,143582
3543,177683,217499
3544,44958,436547
3548,90181,288534
3549,65048,217039
3563,82983,173653
3564,51988,114823
3580,71651,82947
3582,58554,39666
3583,58554,1435159
3584,39666,1435159
3585,40234,383061
3587,2706068,185582
3588,2706068,222985
3589,185582,222985
3590,111506,1270301
3591,185582,195903
3592,685501,34215
3593,1343447,226184
3594,2544863,1568575
3601,31712,105661
3605,22757,240466
3606,185580,618584
3607,185580,194106
3608,618584,194106
3609,72461,44944
3611,219213,17587
3613,223690,14753
3615,3214,251591
3620,2976843,222729
3621,14747,179014
3622,14747,101746
3623,179014,101746
3624,187810,4730579
3625,137880,353611
3626,59769,17587
3627,59769,50997
3628,59769,51369
3629,17587,50997
3630,17587,51369
3631,50997,51369
3632,167543,7699
3634,38661,5682
3636,136513,132084
3637,21742,81206
3638,21742,81700
3639,81206,81700
3640,14646,21742
3642,109832,39837
3644,184674,9741
3646,65049,110844
3647,65049,37906
3648,65049,79578
3649,65049,167646
3650,110844,37906
3651,110844,79578
3652,110844,167646
3653,37906,79578
3654,37906,167646
3655,79578,167646
3656,110844,179757
3657,21742,126064
3660,80325,33534
3661,80325,130964
3662,33534,130964
3663,113583,357753
3665,13727,113497
3667,382934,229665
3668,402679,37908
3669,81206,132084
3671,1778977,50513
3673,173547,785743
3674,173547,39455
3675,173547,51369
3676,173547,50997
3677,173547,100752
3678,785743,39455
3679,785743,51369
3680,785743,50997
3681,785743,100752
3682,39455,51369
3683,39455,50997
3684,39455,100752
3685,51369,50997
3686,51369,100752
3687,50997,100752
3688,51272,51984
3689,101545,120826
3690,14646,21742
3691,66153,160771
3692,66153,208836
3693,160771,208836
3694,113498,174193
3695,113498,237350
3696,174193,237350
3697,154551,39455
3698,81206,14646
3699,37909,359939
3701,198544,111476
3703,195008,88760
3705,210875,388391
3706,210875,37909
3707,388391,37909
3709,97515,198544
3710,97515,205201
3711,198544,205201
3713,1502171,1181588
3715,232956,357753
3729,53530,53529
3730,38238,18123
3731,38238,2133832
3732,18123,2133832
3734,37908,90037
3735,8285,50997
3739,39666,58554
3740,39666,28104
3741,39666,1435159
3742,58554,28104
3743,58554,1435159
3744,28104,1435159
3745,932352,186837
3750,78711,57508
3753,57508,57509
3754,50514,21291
3755,58554,186837
3756,57509,215502
3760,57509,103268
3763,28105,142933
3764,189666,142933
3765,28104,1153964
3772,93616,162445
3774,22935,50706
3775,22935,50513
3776,22935,53119
3777,50706,50513
3778,50706,53119
3779,50513,53119
3780,13873,48423
3783,13873,48423
3784,48423,176098
3788,21920,50514
3789,21920,21921
3790,50514,21921
3792,38514,221653
3793,238212,144225
3814,218087,53119
3833,12137,105451
3840,1461629,476414
3841,26246,248375
3842,28579,572620
3845,49466,163330
3849,332194,183463
3850,332194,183462
3851,183463,183462
3852,25058,187204
3854,33373,278347
3862,32215,34215
3869,62148,120236
3870,173362,194387
3871,39833,9741
3872,186264,1065010
3874,130964,291293
3875,291611,245383
3876,131960,51352
3877,16360,1145860
3879,21128,194775
3883,58554,186837
3884,108618,134875
3886,112968,256121
3887,309482,309481
3889,58554,186837
3891,4778,120826
3893,109333,91623
3895,234143,14646
3907,21910,4093
3908,66147,13732
3911,191071,200516
3915,1615988,209286
3916,398781,1065010
3917,22910,21128
3918,341732,383281
3919,341732,1447802
3920,383281,1447802
3921,1447802,940306
3922,107769,399940
3923,51368,232451
3924,51368,60978
3925,232451,60978
3926,26936,66817
3928,219088,219089
3929,219088,281183
3930,219088,217953
3931,166190,89475
3932,188052,528451
3934,113390,565910
3935,1112499,1122585
3936,283980,926625
3937,218861,1203934
3938,283980,926625
3939,219088,219090
3940,219088,219090
3941,219088,219090
3942,218861,1125561
3943,2962554,219088
3944,1094253,849559
3945,849559,769673
3946,2199764,849559
3947,3737607,926625
3948,219088,219090
3949,219088,1280168
3950,209294,142956
3952,431798,188467
3954,100752,113498
3956,209294,167646
3958,198544,114919
3959,26918,35125
3961,126157,239872
3962,1638200,215610
3963,24211,639065
3964,25666,39167
3965,25666,42423
3966,39167,42423
3967,57470,287762
3968,57470,300249
3969,287762,300249
3970,186837,93616
3971,190363,14752
3980,9839,50662
3981,65048,217039
3985,173795,189383
3986,218275,224931
3987,218275,219497
3988,218275,283629
3989,218275,256490
3990,224931,219497
3991,224931,283629
3992,224931,256490
3993,219497,283629
3994,219497,256490
3995,283629,256490
3996,14742,108619
3997,185569,51065
4001,105661,591721
4003,21125,53047
4007,2526661,3560139
4008,89865,201373
4009,1461629,66417
4012,3219782,2525471
4015,21128,192632
4021,17587,139643
4022,17587,37905
4023,17587,9707
4024,139643,37905
4025,139643,9707
4026,37905,9707
4030,3232613,1615988
4031,3232613,5153025
4032,1615988,5153025
4033,5648,35848
4034,5648,53164
4035,35848,53164
4036,190363,966434
4037,190363,972505
4038,966434,972505
4039,63338,50514
4040,2201784,612261
4041,14014,8279
4043,190399,66417
4044,190399,82983
4045,66417,82983
4047,645773,200199
4048,340904,3727157
4049,1043031,206944
4057,181427,40445
4062,383281,256260
4065,1079083,1079081
4066,172043,195698
4067,37098,188176
4070,1799530,100752
4071,38661,31777
4072,38661,80658
4073,31777,80658
4075,69387,17897
4077,33373,278347
4083,782827,1030973
4085,1030973,2535474
4086,216150,3862
4087,216150,18508
4088,3862,18508
4089,17594,18684
4090,2831021,169508
4091,21128,194775
4092,21128,2133832
4093,194775,2133832
4095,5777031,2958058
4096,362504,174968
4103,2545,689990
4104,792536,803809
4105,885103,232956
4106,4016434,1825654
4108,215993,1479204
4109,1479204,2664379
4110,1195708,494714
4111,4257513,2707686
4112,50127,471634
4115,4129661,4703954
4116,214109,215560
4120,2542171,1506542
4121,3532946,485097
4124,352882,138678
4126,193194,1977144
4127,108622,835118
4128,126064,21742
4129,126064,26918
4130,21742,26918
4131,51988,134871
4132,165375,214299
4133,165375,326109
4134,214299,326109
4138,40347,1065010
4139,1100769,366255
4140,180140,852371
4141,180140,37906
4142,852371,37906
4143,173857,14646
4144,180140,341733
4145,180140,374510
4146,180140,261600
4147,180140,137604
4148,341733,374510
4149,341733,261600
4150,341733,137604
4151,374510,261600
4152,374510,137604
4153,261600,137604
4154,60978,36099
4155,60978,53077
4156,36099,53077
4157,37907,37910
4158,382081,62572
4159,479893,229665
4160,173857,122418
4161,37906,170239
4162,37906,51988
4163,37906,210793
4164,170239,51988
4165,170239,210793
4166,51988,210793
4167,692682,132084
4168,154022,38855
4169,1041951,174968
4171,1041951,213910
4173,174968,213910
4175,165375,326107
4176,174968,299317
4178,482704,457961
4179,482704,182094
4180,457961,182094
4181,177086,374510
4182,210793,212972
4184,244833,137012
4185,244833,106719
4186,244833,11152
4187,137012,106719
4188,137012,11152
4189,106719,11152
4191,132084,173359
4192,205201,1065010
4193,331629,1065010
4194,18123,244611
4196,34215,1764561
4197,5917028,181397
4202,349348,2667442
4203,43011,99965
4205,324244,324247
4206,109129,279144
4207,109129,21070
4208,279144,21070
4209,80325,229665
4214,51368,566501
4215,25495,1002011
4216,53119,37906
4217,53119,10991
4218,53119,35746
4219,53119,17587
4220,37906,10991
4221,37906,35746
4222,37906,17587
4223,10991,35746
4224,10991,17587
4225,35746,17587
4227,21001,65049
4228,21001,37906
4229,65049,37906
4230,16741,2545
4234,5455,34225
4240,90037,132084
4241,90037,115941
4242,132084,115941
4244,106720,227408
4246,51368,18324
4247,1439270,3667994
4267,3085233,163409
4268,3085233,5372896
4269,163409,5372896
4272,132084,173401
4277,885103,35646
4278,36100,1123390
4281,81700,52835
4288,180140,241531
4289,192718,209294
4290,192718,211686
4291,209294,211686
4292,14646,208836
4293,66152,4030
4295,2530674,349272
4296,2530674,1130060
4297,349272,1130060
4298,1110492,132084
4301,239988,35125
4303,35646,132084
4304,1093094,90037
4305,48604,132084
4306,48604,170365
4307,132084,170365
4312,331629,1065010
4313,16508,152268
4314,158786,90037
4315,137878,60978
4318,2080961,3613122
4322,612064,220580
4332,83055,331773
4335,25495,26245
4336,185587,100756
4337,188242,267374
4338,410424,586332
4339,331553,218772
4343,1439270,3667994
4347,722712,209748
4357,31996,1601204
4359,4317921,3732001
4360,4317921,5121034
4361,3732001,5121034
4362,36100,35746
4363,36100,75542
4364,35746,75542
4366,357753,1065010
4367,357753,1177244
4368,1065010,1177244
4372,276915,331478
4373,192683,173559
4374,213498,107769
4375,972151,174250
4376,1101544,111506
4377,1101544,1880115
4378,111506,1880115
4379,389525,185580
4380,389525,214301
4381,185580,214301
4382,133866,136840
4383,185587,48604
4384,185587,137603
4385,48604,137603
4386,173557,232986
4387,173559,331629
4388,194387,137204
4389,237951,2286124
4390,1480654,111506
4391,233028,1959442
4392,194109,3091826
4393,194109,3091826
4394,194109,3091826
4395,647347,194105
4396,2706068,2707248
4397,218749,3023410
4398,318214,111506
4399,318214,173559
4400,318214,195945
4401,111506,173559
4402,111506,195945
4403,173559,195945
4404,194282,218663
4405,350650,185580
4406,211686,2807726
4407,632353,173557
4408,632353,173559
4409,632353,1338853
4410,632353,230512
4411,173557,173559
4412,173557,1338853
4413,173557,230512
4414,173559,1338853
4415,173559,230512
4416,1338853,230512
4417,350979,224627
4418,3231765,4942448
4419,343154,436680
4420,626562,618584
4421,173362,1873972
4422,4159809,6308640
4423,421588,211338
4424,421588,218762
4425,211338,218762
4426,5762975,4037044
4427,213393,614193
4428,28579,47802
4429,28579,47802
4430,28579,18310
4433,28579,18310
4436,117896,50514
4443,70351,17550
4444,32416,46233
4445,32416,105902
4446,32416,45534
4447,46233,105902
4448,46233,45534
4449,105902,45534
4450,1603904,1461629
4451,2534895,423978
4453,685501,1194826
4455,471634,80658
4456,342282,350043
4457,342282,826630
4458,350043,826630
4459,579573,1520313
4462,331207,331208
4469,25777,1233832
4473,210793,14646
4474,1474921,90037
4478,132084,90037
4479,132084,50997
4480,90037,50997
4482,43315,214242
4483,22910,81373
4484,17587,4778
4485,50513,132084
4486,114823,35135
4487,114823,21993
4488,114823,198544
4489,26592,51087
4490,40915,66153
4491,10990,28738
4492,10990,97658
4493,10990,145934
4494,28738,97658
4495,28738,145934
4496,97658,145934
4497,97658,51087
4498,39015,8285
4499,25777,1233832
4500,107769,100752
4501,107769,1034178
4502,100752,1034178
4503,100752,188242
4504,33815,114823
4506,126976,110844
4507,126976,51272
4508,110844,51272
4509,126064,21742
4510,51369,49187
4511,51369,40347
4512,51369,211100
4513,40347,211100
4514,51352,114823
4515,51352,132084
4516,51352,35646
4517,132084,35646
4519,37906,172962
4521,201124,50997
4522,201124,132084
4523,50997,132084
4524,37908,293487
4525,81056,174883
4526,187740,75542
4527,590032,94996
4529,99679,51271
4531,173547,227198
4532,220810,60978
4533,37906,110844
4535,130930,184138
4536,126157,109832
4537,163384,75973
4538,5648,31777
4539,5648,109832
4540,31777,109832
4541,66153,160771
4542,187983,187984
4544,567355,293440
4550,385238,38661
4551,86495,37907
4552,210316,110844
4553,210316,211211
4554,110844,211211
4555,22028,110844
4556,22028,92281
4557,110844,92281
4561,60978,36099
4562,60978,130964
4563,36099,130964
4565,51352,75542
4569,35135,111476
4570,137878,50997
4571,357753,1065010
4572,357753,173279
4573,1065010,173279
4574,137602,4778
4575,227626,113470
4576,17900,113470
4578,174810,26918
4579,209748,359939
4581,647464,122418
4582,126072,173279
4583,176767,359939
4584,479893,331629
4585,479893,1065010
4586,331629,1065010
4587,101545,37909
4588,101545,37912
4589,37909,37912
4590,51352,35135
4591,194450,494714
4592,194450,903050
4593,494714,903050
4595,66153,14014
4596,66153,12466
4597,66153,140804
4598,14014,12466
4599,14014,140804
4600,12466,140804
4601,180140,256260
4602,212524,60978
4605,21742,26592
4606,80325,22028
4607,80325,158275
4608,22028,158275
4609,192718,95003
4612,365456,114823
4614,53164,54813
4615,92898,173182
4620,119142,51988
4621,119142,175116
4622,119142,134871
4623,119142,210316
4624,51988,175116
4625,51988,134871
4626,51988,210316
4627,175116,134871
4628,175116,210316
4629,134871,210316
4632,97658,92281
4633,97658,133624
4639,92281,133624
4640,216666,37913
4641,182152,167543
4642,65049,48860
4643,257273,359936
4644,773818,186264
4645,136840,227922
4646,1096343,382934
4647,86495,37913
4650,261580,197812
4652,81056,123698
4653,167644,262779
4654,51352,175575
4655,51352,211017
4656,175575,211017
4658,129792,65049
4659,129792,61284
4660,129792,50662
4661,65049,61284
4662,65049,50662
4663,61284,50662
4668,181022,261587
4669,51988,176767
4670,17587,51988
4671,17587,126072
4672,51988,126072
4675,212524,37908
4677,100745,136513
4679,647464,137204
4682,62571,100751
4683,51271,65049
4684,60978,53077
4685,60978,40347
4686,53077,40347
4691,92897,120826
4692,37908,341733
4693,37908,1008036
4694,182152,77522
4704,26246,26245
4705,25495,168692
4706,208484,26918
4707,208484,94999
4708,26918,94999
4709,81056,174883
4710,2545,227583
4711,66153,13732
4712,66153,53119
4713,66153,160771
4714,66153,50514
4715,13732,53119
4716,13732,160771
4717,13732,50514
4718,53119,160771
4719,53119,50514
4720,160771,50514
4722,143896,231900
4723,143896,4097
4724,231900,4097
4726,195526,225690
4727,62134,75187
4728,218087,4848
4730,86495,212571
4731,108622,24072
4736,21715,70351
4737,21715,77180
4738,70351,77180
4739,222223,201894
4742,144758,164246
4743,144758,164246
4744,219204,329649
4745,198859,198861
4750,133237,51978
4751,177091,86495
4752,2545,227583
4756,596907,173152
4758,146995,66147
4759,146995,1005259
4760,66147,1005259
4762,410424,586332
4764,596907,173152
4765,192677,593542
4767,4096,33417
4772,229039,479902
4773,178698,338049
4775,43315,214242
4778,131961,3399244
4779,333042,2180714
4793,379412,250227
4794,1468761,2121662
4795,331493,200516
4796,203732,175456
4799,2915993,120236
4800,111523,209294
4802,1462398,1113758
4805,193060,1536041
4806,21715,19701
4807,21715,70351
4808,19701,70351
4809,1292636,1121179
4810,133775,1715892
4812,2497151,2497152
4813,2740852,190399
4814,2740852,753590
4815,190399,753590
4825,33815,80325
4827,63774,65049
4828,63774,76037
4829,65049,76037
4832,2779335,2779336
4833,1218066,1038915
4837,379413,585944
4838,173376,108622
4839,173376,108940
4840,108622,108940
4842,39908,39909
4843,39908,73255
4844,39909,73255
4845,21715,19701
4846,21715,70351
4847,19701,70351
4848,329714,108623
4855,72461,35848
4856,195526,225690
4857,195526,225690
4858,204691,14646
4859,113470,97658
4860,132084,325291
4861,167644,262779
4862,204691,137603
4863,93671,114329
4865,220759,1065010
4866,4097,40399
4867,858602,137603
4877,341732,341733
4878,209294,722712
4879,209294,1313388
4880,209294,132084
4881,722712,1313388
4882,722712,132084
4883,1313388,132084
4884,340583,298137
4885,1588376,1181588
4886,1588376,1739619
4887,1181588,1739619
4888,195939,797757
4889,1943432,3948166
4890,300850,182673
4896,4703954,4533784
4897,35746,237348
4898,79578,142956
4900,1057098,229665
4905,86495,173361
4906,86495,37907
4907,173361,37907
4908,86495,173359
4909,167543,77522
4910,164904,177093
4912,1673115,4848
4913,851050,766329
4914,851050,173377
4915,851050,2304858
4916,766329,173377
4917,766329,2304858
4918,173377,2304858
4919,208076,1034178
4920,411648,81056
4921,237908,210926
4922,237908,131961
4923,237908,120307
4924,210926,131961
4925,210926,120307
4926,131961,120307
4927,823878,113499
4928,5682,66426
4929,169508,167646
4930,203724,4026240
4931,337746,337745
4932,337746,359608
4933,337745,359608
4934,1132192,36100
4935,374225,295573
4936,274224,193558
4937,274224,376312
4938,193558,376312
4939,36100,341733
4940,181022,45095
4941,181022,210747
4942,181022,1505476
4943,45095,210747
4944,45095,1505476
4945,210747,1505476
4947,178698,111506
4948,107769,21742
4949,107769,81206
4950,21742,81206
4951,851050,131961
4952,851050,182673
4953,131961,182673
4954,237908,131961
4955,237908,1177140
4956,237908,237910
4957,131961,1177140
4958,131961,237910
4959,1177140,237910
4960,76242,99679
4961,1008036,158775
4962,885103,382934
4963,86495,212571
4964,177091,86495
4965,177091,37907
4966,177091,841114
4967,86495,37907
4968,86495,841114
4969,37907,841114
4972,128394,66147
4974,172664,202733
4975,195939,797757
4976,82722,218779
4977,416468,86495
4981,173541,210875
4982,173541,100752
4983,210875,100752
4984,42627,79340
4985,22935,34215
4986,215993,50997
4987,66417,2541307
4988,173361,173377
4989,173361,216097
4990,173377,216097
4991,37906,382934
4994,35525,20773
4995,66417,4661613
4996,19414,4091
4997,19414,4091
4998,19414,4091
4999,187503,123698
5000,2706068,251530
5001,3454396,185580
5002,3383593,192683
5003,137204,222985
5011,1615988,1065010
5023,134136,2823730
5024,1103844,4440258
5025,170002,11213
5026,170002,17587
5027,170002,44958
5028,170002,100558
5029,11213,17587
5030,11213,44958
5031,11213,100558
5032,17587,44958
5033,17587,100558
5034,44958,100558
5035,3125169,179014
5036,183463,183462
5038,53485,195409
5039,53485,195412
5040,195409,195412
5043,5682,173593
5045,57494,2708960
5047,1252791,1214890
5048,423978,277718
5049,26936,22910
5050,4748995,210875
5051,1555518,3902061
5052,6139696,5141922
5055,4096,54871
5057,17531,49294
5058,17531,16968
5061,49294,16968
5062,18684,176098
5064,66074,66070
5070,71651,82947
5071,885103,1546881
5077,191200,34220
5078,14014,35134
5079,232451,26918
5080,21742,50703
5081,21742,26592
5082,50703,26592
5083,51369,46233
5084,566501,36100
5085,232956,120307
5086,77522,142956
5087,50200,26918
5089,406165,35746
5090,10783,50997
5091,90037,36158
5092,1507065,36158
5093,232956,120307
5094,51369,14646
5095,51369,39455
5096,14646,39455
5097,120190,50200
5099,79578,142956
5101,35746,1008036
5103,120190,50200
5105,39015,21787
5106,204817,38661
5107,14646,21742
5108,3763,1357693
5109,79578,239695
5110,308385,37906
5111,67672,35125
5114,79578,383281
5115,157311,90037
5116,232451,2523290
5119,2409771,2523290
5120,2409771,1778977
5123,2523290,1778977
5129,1825654,3519986
5139,232956,173546
5140,153456,2743995
5141,153456,21742
5142,2743995,21742
5143,66417,159342
5144,66417,39829
5145,159342,39829
5147,2409771,3213389
5153,1181588,5131610
5155,35746,166190
5156,137602,353608
5160,180140,173279
5161,4778,110844
5162,38661,52835
5163,376312,614963
5164,376312,1825654
5165,614963,1825654
5166,74169,59176
5168,77522,142956
5169,51368,1615988
5170,51368,90037
5171,1615988,90037
5174,1188038,1328112
5178,37908,60978
5201,301258,57470
5202,301258,287762
5203,57470,287762
5205,198567,294733
5208,65080,25058
5218,50514,13873
5220,26246,48354
5221,108968,133981
5222,231775,108968
5223,184921,48354
5224,48354,184921
5228,184921,48354
5233,209294,111523
5234,209294,111523
5235,209294,111523
5236,50997,11213
5239,18684,176098
5244,3243777,3198869
5247,120307,76242
5251,1519408,186264
5252,8285,50997
5255,90181,312732
5278,25495,776295
5281,31715,21128
5286,239109,80658
5287,239109,301281
5288,80658,301281
5289,192497,147843
5291,192497,14743
5293,147843,14743
5295,105661,32215
5296,105661,21070
5297,105661,133345
5298,105661,19098
5300,105661,40426
5301,105661,40792
5302,32215,21070
5303,32215,133345
5304,32215,19098
5306,32215,40426
5307,32215,40792
5308,21070,133345
5309,21070,19098
5311,21070,40426
5312,21070,40792
5313,133345,19098
5315,133345,40426
5316,133345,40792
5318,19098,40426
5319,19098,40792
5322,40426,40792
5324,22935,40433
5325,1125252,19701
5326,1125252,6282954
5330,16763,76490
5332,209748,357753
5333,76073,13726
5334,1586513,1586512
5336,456135,316619
5339,198859,198858
5344,54206,26931
5345,14295,106719
5346,93616,213201
5347,93616,101960
5348,213201,101960
5349,298680,700985
5350,2099408,2099409
5352,106720,21742
5353,4091,50997
5357,79759,21787
5358,14646,75542
5360,53193,4561150
5363,1224549,1187304
5369,1845103,2126063
5370,194866,897576
5372,80569,194866
5373,2731760,1506542
5375,4204835,5591719
5378,35125,241531
5385,49292,707862
5387,3198666,1902929
5402,60978,41767
5403,60978,53077
5404,41767,53077
5405,18324,174370
5407,18324,2923487
5409,174370,2923487
5415,65048,217039
5417,209690,331528
5418,51368,99679
5419,851685,232451
5420,1065010,21742
5421,82068,27658
5422,82068,35025
5423,27658,35025
5424,144758,164246
5428,350979,331152
5435,66154,173081
5436,66154,100756
5441,173081,100756
5447,6082390,76490
5448,6082390,254356
5449,6082390,8585
5450,76490,254356
5451,76490,8585
5452,254356,8585
5453,988770,22935
5455,126072,92901
5460,2773759,4861715
5461,341815,1207395
5465,114823,26918
5466,5648,109832
5467,5648,31777
5468,5648,97650
5469,109832,31777
5470,109832,97650
5471,31777,97650
5472,97658,10990
5475,14295,48435
5476,22935,50706
5477,21913,41233
5485,1121344,242401
5492,25495,25058
5493,25495,28104
5494,25495,31712
5495,25058,28104
5496,25058,31712
5497,28104,31712
5513,31712,257898
5514,947787,1470055
5515,947787,1470055
5516,947787,1166963
5517,1470055,1166963
5519,12330,176923
5520,194282,218663
5521,194282,569102
5522,218663,569102
5527,112745,293637
5529,39455,51369
5530,39455,92897
5531,39455,303120
5532,51369,92897
5533,51369,303120
5534,92897,303120
5535,37906,105456
5536,37906,50662
5537,105456,50662
5538,2545,21716
5539,177086,60978
5541,199332,81206
5542,199332,166190
5543,199332,181327
5544,81206,166190
5545,81206,181327
5546,166190,181327
5547,1536565,196738
5548,329714,209748
5549,132084,173399
5550,216095,86495
5551,96151,26918
5552,96151,37906
5553,26918,37906
5554,136516,21742
5555,1065010,50703
5557,104753,4848
5558,39908,39909
5559,39908,73255
5560,39909,73255
5561,114919,62571
5562,217492,10991
5564,331629,1065010
5566,331629,1065010
5567,331629,181022
5568,331629,382934
5569,1065010,181022
5570,1065010,382934
5571,181022,382934
5572,121765,35746
5578,37907,86495
5579,204617,482704
5580,420353,122418
5582,2635464,2635468
5585,359936,176767
5586,126072,229665
5588,2523290,1206726
5589,2523290,1118781
5592,1206726,1118781
5593,110844,1272781
5595,175925,65048
5596,410424,586332
5599,46233,30542
5601,274609,100752
5602,329714,108623
5604,51369,39455
5612,18123,28579
5615,14646,208836
5616,25058,50997
5617,406165,37906
5618,177093,199137
5619,86495,132084
5620,86495,37907
5621,132084,37907
5622,231097,51988
5624,184674,62571
5625,184674,14753
5628,62571,14753
5630,9839,510550
5632,137602,548094
5635,216095,86495
5636,216095,184491
5637,86495,184491
5638,215993,1735046
5639,4848,25495
5640,50513,132084
5656,120826,51271
5658,17594,136842
5659,17594,134136
5660,17594,172043
5661,136842,134136
5662,136842,172043
5663,134136,172043
5664,330017,218783
5665,784571,1220220
5667,66147,14753
5668,66147,66154
5669,66147,108623
5670,66147,82689
5671,66147,100756
5672,66147,187762
5673,14753,66154
5674,14753,108623
5675,14753,82689
5676,14753,100756
5677,14753,187762
5678,66154,108623
5679,66154,82689
5680,66154,100756
5681,66154,187762
5682,108623,82689
5683,108623,100756
5684,108623,187762
5685,82689,100756
5686,82689,187762
5687,100756,187762
5692,2202,28104
5693,50662,4848
5697,182673,37913
5698,182673,95003
5699,37913,95003
5700,109513,212142
5702,20992,333565
5703,20992,1065010
5704,333565,1065010
5705,20992,331629
5706,116348,357753
5707,200161,50514
5709,4779,91534
5710,4779,26592
5711,91534,26592
5712,736743,122418
5713,17900,212524
5714,215993,44958
5716,35746,105728
5730,189646,125636
5732,1230639,169508
5733,1230639,65080
5734,169508,65080
5738,152709,354816
5739,2667273,3275657
5740,3380847,341733
5741,722712,209748
5742,2576428,221673
5743,2950789,2462376
5744,1654237,1619013
5746,1818876,39908
5747,994608,830218
5748,341733,383281
5749,419677,1584790
5750,383281,3198963
5751,1651907,383281
5752,185580,3243777
5753,51988,176767
5754,51988,1527592
5755,51988,239486
5756,176767,1527592
5757,176767,239486
5758,1527592,239486
5759,3366475,4213622
5761,2183765,1945957
5763,2183765,1945957
5764,1313388,419677
5765,1313388,221673
5766,419677,221673
5767,341733,383281
5768,333565,383281
5769,3243761,3279946
5770,1527592,3254709
5771,1689694,1527592
5772,3287800,3232613
5773,5316714,6106984
5774,261611,1588376
5775,3281192,180140
5776,3281192,6208345
5777,3281192,1792519
5778,180140,6208345
5779,180140,1792519
5780,6208345,1792519
5781,3084353,2097575
5782,178689,2846189
5783,65049,31715
5785,1201210,137880
5786,1201210,182738
5787,137880,182738
5793,79578,229665
5795,13873,174177
5796,43011,233541
5800,1461629,34215
5807,198518,207006
5819,37906,39015
5851,353611,8279
5852,173280,1447802
5854,13869,69200
5855,195526,225690
5864,209294,79578
5866,209294,132084
5867,44958,151514
5868,13878,220090
5869,226868,994376
5870,81056,174883
5872,37343,229334
5874,133640,270484
5875,103267,99384
5876,39713,124892
5877,194282,218663
5878,194282,569483
5879,218663,569483
5881,476589,133460
5883,542293,4378156
5886,542293,4378156
5887,186902,231617
5890,21128,187810
5891,54619,362265
5892,379137,1496903
5893,173506,790768
5894,226868,994376
5895,685501,29241
5896,116348,186837
5897,360595,37773
5898,54206,26931
5901,1781,44983
5905,1891477,3645767
5909,209294,167645
5911,53608,18140
5912,71651,82947
5913,14743,17587
5915,93616,14757
5916,50514,14014
5917,50514,35848
5918,14014,35848
5919,25777,1233832
5920,25777,1233832
5921,183463,183462
5922,183463,332194
5923,183462,332194
5924,33373,278347
5925,26246,26245
5926,53164,100558
5927,18123,244611
5928,18684,143531
5929,67728,11152
5932,685501,40445
5935,215993,5682
5937,108184,111523
5938,561307,1461629
5942,21151,21291
5943,37906,109333
5945,2195,162438
5946,215993,361588
5947,215993,3862
5948,361588,3862
5949,21913,41233
5950,21913,16990
5951,21913,13888
5952,41233,16990
5953,41233,13888
5954,16990,13888
5957,181436,34224
5960,82702,65049
5961,224934,316984
5962,224934,185172
5963,316984,185172
5964,39015,151835
5967,235600,91533
5968,39908,39909
5969,39908,194274
5970,39909,194274
5971,988770,58593
5972,747767,50997
5973,747767,167543
5974,50997,167543
5977,26246,26245
5979,22935,50706
5980,22935,25495
5981,22935,198518
