artistId,artistName
138038,Joe Budden
138351,Michie Mee
138678,Spice 1
138689,Curse Ov Dialect
138789,Thes One
138790,Double K (2)
139155,World (2)
139169,Jade (3)
139263,Richie Rich (2)
139643,Method Man & Redman
139696,Lemar
139777,DJ Jazz
140041,Russ Ballard
140547,ÐÐ°ÑÑÐ°
140742,Kruzh'em
140798,Neffa
140804,Joi (3)
140822,Test (4)
140833,Pyroman (2)
140922,The Evasions
141241,Flaminio Maphia
141507,Rock On Crew
141600,Nivea
141963,The Bomb Squad
142008,DJ Semtex
142045,MC Soom-T
142152,D-Moet
142336,Cutfather
142902,Finesse & Synquis
142933,Blockhead
142954,Mixmaster Spade
142956,G-Unit
143531,Lone Catalysts
143557,Smoothe Da Hustler
143582,Witchdoctor
143751,Slimm Calhoun
143799,Louis Logic
143896,Terminator X
144159,Supreme Nyborn
144225,The Poet
144332,Jeff Redd
144357,Insane Macbeth
144758,KwamÃ©
144828,T-Boz
144910,Ronald Isley
145066,Sweet Pea
145205,3 Boom MC's
145432,Cheryl The Pearl
145488,The Good Girls
145529,Qwest
145820,Choc Ty
145843,N*E*R*D
145845,FjÃ¤rde VÃ¤rlden
145858,Jayo Felony
145877,Labba
145878,Rubix (2)
145934,Blinky Blink
146826,Miles Gordon
146847,Melanie Blatt
146995,DJ Aladdin
147708,Double Key
147843,Jamal (2)
147982,Lady May
148097,Willie D
148199,Shells
148835,ZZ-Bros.
149094,Tall Dark & Handsome
149162,Plug 2
149309,4th Pyramid
149487,Det Reirruc
150136,Shyne
150167,Schkoonk Heepooz
150433,LV
150554,Guilty Simpson
150565,Screamin' K
150781,Cherish
151199,Drake
151213,Zaire Black
151214,Jun-22
151241,Trigger Tha Gambler
151325,Vibe (2)
151357,Beat Master Clay D.
151514,Trife
151634,Mark Ronson
151797,Tony Rotton
151835,60 Second Assassin
151965,Natty
152098,Pappa Bear
152268,Frank Nitty
152272,Domingo
152709,T.R.A.C.
153319,Kero One
153406,Luciano (2)
153456,Just Blaze
153521,DJ S&S
153840,Shadow Huntaz
154018,MC Essential
154022,Mystic (6)
154500,Speedy (3)
154551,Geto Boys
154983,Matt (5)
155193,Solo (5)
155201,A.K.-S.W.I.F.T.
155252,Verbal Kent
155417,Indelible MC's
155452,Red Rhythm
155456,Border Crossing
155534,Skandal
155715,Jiggy Joint
156655,DJ Trevor (2)
157016,Assassin (2)
157017,Tonton David
157018,Saliha
157146,Chill Fac-Torr
157232,DJ Moves
157238,The Mind Clouders
157241,Key-Kool
157300,Cheryl Pepsii Riley
157311,Rosco P. Coldchain
157396,Bobby J
157843,Timbaland & Magoo
158241,Der Wolf
158275,Felecia
158373,Zeb.Roc.Ski
158426,Phat Kat
158462,Dazzie Dee
158775,Pusha T
158786,Fam-Lay
159072,Jim Carrey
159342,Freddie Foxxx
159465,Asylum (5)
159527,Spearhead X
160382,Cazwell
160771,Peter Gunz
160941,Mary Rose
161235,Full Flava
162007,Mr. No No
162283,The Compton Posse
162352,Mike G (2)
162426,Cold 187um
162438,Ruste Juxx
162445,Broadway
162460,Shurik'N
162462,SÃ©kou
162622,Shockproof
162849,Curse (3)
163010,Tommy Evans
163128,Yungun
163133,Skriblah
163330,Tony Bones
163384,Queen Pen
163393,Natruel
163409,Ayatollah
163410,Kan Kick
164150,Sasha (5)
164236,Prince Rahiem
164246,A New Beginning
164904,Ali (2)
164963,Digital DJ's
165028,Rmxcrw
165135,The Puppies
165375,Ying Yang Twins
165952,Nature (4)
166190,Freeway
166308,Lake
166396,Pinchers
167209,Ant Banks
167524,Little Daddy Shane
167543,AZ
167644,Young Buck
167645,Tony Yayo
167646,Lloyd Banks
168177,Bravehearts
168692,Real Live
168693,K-Def
169049,Scarub
169065,Hunter (2)
169198,Baby J
169257,Blak Lungz
169508,Alchemist
169524,Flii
169601,Simahlak
169706,Telesis
170002,Allah Mathematics
170220,Hash (2)
170239,Chingy
170365,Andre 3000
170472,1200 Techniques
170971,Soul Kingdom
171146,Allure (3)
171423,Rick Rock (2)
171458,DJ Enuff
171746,Prime (3)
171761,DJ Ody-Roc
171763,Ric Rude
171861,Whitefield Brothers
171970,AMS Crew
171985,Butchwax
172041,The Fabulous Five
172043,Heltah Skeltah
172664,Killarmy
172666,Shyheim
172841,True Master
172894,Anthony Hamilton
172962,Spliff Star
173008,Fattaru
173079,Sam Sneed
173081,Tray Dee
173096,Spax
173141,Petter
173152,Timbo King
173182,Ruff Endz
173190,Arab
173206,The Skeemers
173279,Swizz Beatz
173280,Nottz
173359,Mia X
173361,C-Murder
173362,Big Pokey
173363,Soulja Slim
173374,Fiend (2)
173376,Suga Free
173377,Magic (2)
173399,Butch Cassidy
173401,Tha Eastsidaz
173406,DJ EmBee
173428,DJ U-Neek
173435,Diaz
173448,Tjes Boogie
173460,DJ Sleepy
173468,DeVante Swing
173497,Dawn Robinson
173503,Kevin Gardner
173506,B-Legit
173511,Redwine
173536,Junior M.A.F.I.A.
173538,Sean Combs
173541,Dirty Harry (3)
173546,Lil Rob
173547,Irv Gotti
173557,Fat Pat
173558,DJ DMD
173559,Lil' Keke
173593,Action (2)
173653,Eye Cue
173758,C-Bo
173795,MC Breeze (2)
173817,Eddie Skratch
173832,Dwayne Wiggins
173855,Turk (2)
173857,Big Tymers
173893,Maurice Wilcher
173894,Hands-On
173945,Slip Capone
173951,O.S.T.R.
173954,Emade
173957,Fisz
173967,Run
173998,Lil' Cease
174008,Denyo
174122,Evil Ed (2)
174136,Father Dom
174177,Portia
174191,Latoya Williams
174193,Crooked I
174250,T-Mix
174303,Chris Webber
174364,Per Cussion All Stars
174370,Castro
174371,Next (2)
174375,Tizone
174381,Kut Klose
174410,Mo Thugs Family
174462,Big Will Rosario
174597,Rich Nice
174616,Midi Mafia
174708,Klashnekoff
174747,Olu Dara
174810,Dani Stevenson
174883,CMW
174951,Damon Dash
174964,Agallah
174968,Mannie Fresh
175089,Kam (2)
175116,Armageddon (3)
175120,Page The Hand Grenade
175154,Black Milk
175184,Refugee Camp All Stars
175207,Auza Tribe
175242,Milk Dee
175252,Jizzm
175263,The Wax Warriors
175285,E-White
175355,Black Kappa
175362,Tim Xtreme
175392,Red Foo
175456,DJ Shame
175533,Rob The Viking
175575,Pimp C
175586,Steady Mobb'n
175587,Mac (2)
175588,O'Dell
175600,Tra-Knox
175627,Mister Schnabel
175629,Funky Chris
175707,Lopez (2)
175708,LG (2)
175797,Grandmaster Slice
175925,J.R. Swinga
175986,DJ DCS
176023,Gospel Fish
176098,TJ Swan
176111,Tragedy Khadafi
176167,Giovanni
176175,Zoundwavez
176215,Chipie President
176217,The Principle
176294,Toni L.
176311,DJ Explizit
176312,Roger Rekless
176313,Raptile
176349,P.F. Cuttin'
176350,Dejavue
176560,Rob Jackson
176684,Jealous J
176724,RÃ¶delheim Hartreim Projekt
176749,B-Fats
176751,Seville
176766,Tupac Shakur
176767,Remy Martin
176776,Izzy Ice
176923,B.G. Knocc Out
176925,Gangsta Dresta
177086,Murphy Lee
177091,Tru
177093,St. Lunatics
177218,Thrill Da Playa
177238,Ebon-E
177239,Ambush (2)
177422,Most Desh
177423,LPSD
177491,Magoo (3)
177497,Sido
177683,Bad Azz
177857,Ramson Badbones
177869,Nappa
177921,DJ Toomp
177931,The Speed Knot Mobsters
178310,Time Bomb (2)
178689,Titty Boy
178698,Three 6 Mafia
179014,Hell Razah
179317,Dazastah
179335,WC
179513,Jazzy Joyce
179757,Keyshia Cole
179758,Olivia
179826,Mr. Mixx
180140,T.I.
180456,Freeman (3)
180531,Zeebra
180585,Jimmy Page
180804,Pete Penicka
180818,Jamie Foxx
180993,MJG
181010,DJ Envy
181022,Rick Ross
181073,Shiro
181103,Kev Brown
181264,Mellowman
181327,Young Chris
181339,Tre+6
181397,Architect (2)
181427,Neek The Exotic
181436,Truly OdD
181644,Sean Price
182063,Stu Large
182094,Rufus Blaq
182152,A+
182286,"Joey Robinson, Jr."
182673,Lil' Jon & The East Side Boyz
182738,John Legend
182846,Tede
182848,Pezet
182854,Mr. Biggs
183380,Tech N9ne
183424,Daddy D
183462,Joe Mafia
183463,Myalansky
183544,Inja
183878,Self Scientific
183879,Lil' Dap
183942,Superslim
183944,DJ Candyman
183968,DJ Rob (2)
184117,Sista (2)
184126,Gillie Da Kid
184138,E Bros
184147,Poets Of Darkness
184154,Young Lay
184270,Junior Disprol
184282,Sonji
184474,Lord Infamous
184476,T-Rock
184488,Ghetto Commission
184489,Peaches (3)
184491,Mo B. Dick
184514,Fbcfabric
184534,Aphletik
184535,Bone Idols
184573,DJ The Boy
184651,Majesty (2)
184674,Def Squad
184685,Foreign Beggars
184715,Visionaries
184921,Doo Wop
184924,Starang Wonduh
185172,Gov Mattic
185184,Gad Elmaleh
185245,PITA (2)
185569,Gettovetts
185578,The Thug Lordz
185580,Trae
185582,Bun B
185587,Z-Ro
185729,Sterling Silver
185730,Mac Delight
185840,Capital D
185848,Joe Sinistr
185889,Doctor DrÃ©
186264,Lloyd
186300,Skillz
186333,Cedric Ceballos
186449,Illmind
186461,Fetsum
186670,Rahsheed
186837,9th Wonder
186871,Tone (4)
186902,C-Rayz Walz
186908,Hot Day
187088,HÃ¥kan HellstrÃ¶m
187197,FK Allstars
187204,MF Grimm
187224,Mausberg
187278,Ese
187374,The Perceptionists
187475,Extra Prolific
187503,Makaveli
187546,B.R.E.T.T.
187602,DJ Stylewarz
187660,Cool Breeze (2)
187740,Imajin
187762,J-Ro
187810,The Ghetto Dwellas
187941,J.J. Brown
187964,B-1
187983,Prime Minister Pete Nice
187984,Daddy Rich
188052,Chief Kamachi
188167,A-Bomb
188168,eyezofman
188169,ed 209
188176,7L
188189,Architects Of Intellect
188193,Prowla
188222,Dwella
188242,The Outlawz
188244,Vinnie Paz
188315,Imani
188467,King Syze
188504,The Medicine Men
188690,Metaphysics
188694,Immortal Technique
188758,Disco Bee
188761,Doc Scratch
188777,Jam Rock Massive
188781,Disco Twins
188806,Philly Crew
188807,Mac-Money
188818,Mr. Tuxedo
188822,Master Jay
188823,Michael Dee
188834,La La The Leader Of The Pack
188975,Conspicuous
189048,DJ Kingstro
189105,T Funk
189107,Bill Blast
189118,Ultimate II
189123,The Loveable Ladies
189124,Jam Master Lee
189197,Greg G
189198,T Money
189300,Arro
189377,DJ Bones
189378,MC Malika Love
189383,DJ Hand Master Flash
189451,Devastatin' Dee
189462,The Playgirls
189487,Kool Ski
189505,No Self Control And The Band
189527,Erick Onasis
189604,Kydd Freshh
189635,American Cream Team
189646,Tony Da Skitzo
189666,Marq Spekt
189887,Endemic
190049,Prevail
190073,RawDog
190137,Starchild (4)
190155,MC Flash (2)
190191,Slim Kid 3
190221,The Odd Couple
190244,AC
190317,Deda
190328,Symbolyc One
190329,DJ Ev
190361,The Prof.
190363,Masta Ace Incorporated
190399,Ahmad (2)
190779,Dynamite (3)
191052,Wicky Walter
191071,MC Breed
191080,The Scheme Team
191098,King Kurlee
191200,Aloe Blacc
191242,Diplo
191245,"Daniel ""Danny P"" Pierre"
191249,Journalist
191373,Shockdell
191521,Mona Lisa (2)
191615,Claudette Ortiz
191616,Jully Black
191702,Frekzanatcha
191752,Bello B
191791,Paul Oja
191793,G-Enka
191844,Aeroplanitaliani
192059,LSG
192497,L.O.D. (4)
192502,Nina (6)
192514,Mark Curry
192632,Rise (2)
192640,DJ Groove (2)
192677,"Michael ""5000"" Watts"
192683,Paul Wall
192685,Lil' Ron
192713,J Dawg
192718,Chamillionaire
192835,DJ Parker Lee
192867,RL (2)
192974,DJ Jubilee
193060,DJ Uncle Al
193064,Fresh Kid Ice
193194,Murder One
193236,Kano (4)
193237,Tinchy Stryder
193354,Tha Rhythum
193365,Vandy C
193530,Chill (3)
193558,DJ Paul (3)
193610,Kess
193732,Miz
193735,Freshco
193737,Ekim
194105,Point Blank (5)
194106,Guerilla Maab
194109,Klondike Kat
194274,Rakaa-Iriscience
194277,Medina Green
194282,DJ Screw (2)
194302,Bass Inc. (3)
194387,E.S.G. (2)
194395,Nujabes
194446,Harlem World
194450,Cheri Dennis
194507,Scrap Lover
194524,DJ Snips
194759,Mortar (2)
194775,Party Arty
194794,MC Peaches
194819,Al B. Bad
194866,Cookbook
194996,DJ Leader 1
195004,Ninja D
195008,Todd 1
195011,Grand Groove Bunch
195013,J.D.L.
195198,Jacki-O
195409,Chill Will
195412,DJ Barry B
195496,Soul Survivors (2)
195526,Awesome DrÃ©
195645,Young Robb
195698,O.G.C.
195891,The Icepick
195894,C-Loc
195902,Swishahouse
195903,Mddl Fngz
195915,Yungstar
195939,Kottonmouth
195945,H.A.W.K.
196045,Dap-C
196077,Nutta Butta
196150,Pimp Pretty
196407,God Complex
196439,The Celebrity Three
196444,Glen Adams
196703,DJ Dazz
196704,Eze T
196738,D-Roc
196988,Prince Whipper Whip
197167,Katey Red
197168,Choppa
197215,Carlito (2)
197311,Wiley (2)
197407,Muphin
197411,Dedlee
197479,DJ Mirko Machine
197538,Danny Weed
197644,Weapon X (2)
197812,Eightball (3)
198011,DJ Rasp
198047,Bas-1
198108,Freestyle (4)
198384,Orgasmic
198518,Gza
198526,Diamonds In Da Rough
198544,Mr. Cheeks
198567,DJ Kay Slay
198786,The Infamous MC
198858,The Soul Convention
198859,Prince Markie Dee
198861,Soul Convention
199137,Cedric The Entertainer
199215,Collective Effort
199288,Mike T (2)
199332,Peedi Crakk
199439,Aaron G
199465,Lil' Tee
200161,Shai (3)
200199,DJ Cutt
200496,Da Ladies
200516,DFC (2)
200563,Charlie Brown (3)
200564,The C.B. Girls
200586,Sha Rock
200678,DJ EFX (2)
201032,Pushim
201124,Mashonda
201185,Bela B.
201373,Army Of The Pharaohs
201801,LTC
201815,DJ Spin One
201878,Eros Ramazzotti
201894,2 Unorthodox
201901,Big C (3)
202202,Holocaust (3)
202250,DJ Djel
202258,Bill Cosby
202477,DJ Taz (3)
202709,Young Deenay
202729,Poetic
202733,9th Prince
202898,Circle Of Power
202917,Orko The Sycotik Alien
203001,Grandmaster Funk
203244,Capital Tax
203630,Menteroja
203713,Alex Charles
203724,Bone Crusher (2)
203732,Rob One
203958,Animal (2)
204166,Jojo
204190,Synoptic
204504,D Flow
204581,Kenn Starr
204617,Marques Houston
204691,Cassidy (3)
204817,D12
204834,Da Nation
204841,Negrow League
204980,Dan-E
205053,Stupid F
205073,Federation
205201,Baby (2)
205249,Ill-Advised
205276,DJ Vame
205420,Paranorm
205709,Miri Ben-Ari
205836,Tina Harris
206415,Little Brother (3)
206493,INI
206660,Mr. ILL
206695,Horace Brown
206732,Die Firma
206826,1 Life 2 Live
206834,Busy
206853,D. Christopher Taylor
206862,Concentration Camp
206873,DJ Desue
206930,Playdough
206939,Shockwave (4)
206940,The Untouchables (4)
206944,Rubbabandz
206980,Rhyme Animal Productions
206984,Matlock
207006,Prodigal Sunn
207010,The Jacka
207020,Ruudolf
207029,The UN (2)
207095,DJ Stixx
207096,Guile
207103,David Storrs
207125,Somethin' For The People
207130,Trina & Tamara
207136,Malik Yusef
207188,Cora E
207189,Sonny Black
207191,Bushido (2)
207317,Dominic (2)
207982,"Steve ""Silk"" Hurley"
208076,Do Or Die
208442,DJ $hin
208484,Nicole Wray
208485,Made Men
208836,Public Announcement
208850,Prao-D
208874,Aphroe
209136,Cos.M.I.C
209156,Denosh
209214,Ill-Bosstino
209246,Whip Montez
209286,Sean Garrett
209294,DJ Whoo Kid
209479,Youngbloodz
209668,Leki
209690,Jaz-O
209748,The Game (2)
210026,Hot Boys
210303,Prodeje
210316,Tony Sunshine
210318,Prospect
210528,Jim Crow
210747,Kase
210793,Nick Cannon
210796,Big Tigger
210799,Boo & Gotti
210822,Royal Silk
210824,Celebrity Club
210875,DJ Green Lantern
210876,Sheek Louch
210926,Archie Eversole
210927,Re Re
210948,Young Gotti
211017,Playa-Playa
211036,Tela
211042,Ghetto Twiinz
211088,Ted The Dillinger
211100,Vita (3)
211112,Alias LJ
211121,DJ Final
211206,Rhymefest
211211,Dirtbag
211338,Mr. Pookie
211453,Evil Twins
211529,Mr. Short Khop
211568,Crime Boss
211684,Word Of Mouth (2)
211686,"OG Ron ""C"""
212048,Sir Beanz OBE
212108,Chan (3)
212142,Rasheeda (2)
212257,J-Kwon
212524,Red Cafe
212571,West Coast Bad Boyz
212678,The Diplomats
212681,Duchess
212748,D-Rock-D
212924,Skate The Great
212972,Slim (3)
212979,Mista Madd
212993,Tefelar
212994,Cordell
212995,Heather B.
213201,5 Ft. Accelerator
213334,Solitair
213393,South Park Mexican
213414,Big Pooh
213422,Hype-A-Delics
213498,5th Ward Boyz
213566,Big Mike (3)
213813,Mighty Ethnicz
213888,Crazy B
213910,Mr. Blue
214109,DJ A. Vee
214118,The C-Ya Entertainment Allstars
214242,DJ Smurf (2)
214297,5th Ward Weebie
214299,Mike Jones (2)
214301,Tum Tum
214415,DJ Man
214459,MC Trouble
214535,Pase Rock
214578,Asher D (2)
214595,Classified (2)
215092,DJ J-Period
215151,Very
215369,The Last Skeptik
215411,MC Mitchski
215502,Mascaria
215560,DJ 3D (2)
215610,DJ Statik Selektah
215614,Supastition
215656,Lino
215848,DJ KhÃ©ops
215981,Dio
215993,J-Love
216036,Sleepy's Theme
216095,Kane & Abel
216097,Porsha
216149,Dub-L
216150,DJ Lord Ron
216270,Eko Fresh
216273,Valezka
216293,The Merciless R.N.S.
216355,Mekalek
216408,Mercedes (4)
216420,Marco Polo (3)
216666,Prime Suspects
216703,Def Bond
216706,Oxmo Puccino
216708,Rockin' Squat
216711,Arsenik
216809,KehÃ¤kettu
216817,Chydeone
217039,DJ Mike Smooth
217142,DJ Doom (2)
217147,Fintelligens
217149,The Black Love Crew
217277,Smif-N-Wessun
217363,Redrama
217370,Cap.One
217403,DJ Cipha Sounds
217441,Billy Bill
217492,40 Thevz
217499,Doggy's Angels
217771,Chapter III
217801,The Mistress
217884,Paperboys
217885,Madcon
217894,SpaceBoy Boogie X
217953,Meaty Ogre
218025,Dad PPDA
218026,DJ Cream
218029,Keity Slake
218069,Joe Piscopo
218087,Chino XL
218216,Evil StÃ¶Ã¶
218247,Jontti
218275,Master O.C.
218290,Field Mob
218316,YSL
218386,Antti Szurawitzki
218405,Strick
218406,Khrysis
218651,SetÃ¤ Koponen
218659,Big Shasta
218663,The Screwed Up Click
218700,The Old Maid Billionaires
218749,PSK-13
218762,Mr. Lucci
218772,San Quinn
218779,Equipto
218780,Grand The Visitor
218783,Andre Nickatina
218830,Vrse Murphy
218861,Robust
218915,DJ Madame E
218950,The Marxmen
218956,Kool-Ace
219088,Qwel
219089,Maker
219090,Jackson Jones
219204,Tab
219213,Run-DMC
219249,AK-B
219304,D.J. M.A.
219325,Le Rat Luciano
219329,Don Choa
219331,Neg'Marrons
219403,Pete Doherty
219412,Moods Dub Crew
219415,Special Ice
219443,F.O.R.C.E.
219444,K. Zee
219476,Mr. Wax Master Torey
219497,The Great Peso
219498,Hiko
219534,DJ Sound Machine
219551,N.O.T.S. Click
219756,Alex Blood
219783,Conflix
219854,DJ Phlav
220090,The Infinity Rappers
220226,Tony Alvarez
220236,Micall Parknsun
220376,The Lover Kool Dee
220377,DJ Freeze (3)
220389,Postmen
220528,Count Busy D
220580,Baby Bash
220759,Avant (2)
220791,Russell Rush
220810,Cardan
220878,Tony Blair
220898,Lil' Bow Wow
220911,The Mossie
220915,Big Tyme
220984,KC Da Rookee
221030,Calvin Mills II
221503,Eddie Murphy
221620,Prince Vince
221653,Ced What?
221673,Future (4)
222009,LaTocha Scott
222136,Uzi Bros.
222223,The D&D Project
222287,Destruct
222359,AZ (2)
222365,Asa (3)
222421,Tim Scratch
222426,Yogi Bear
222443,Geo & Riccochet
222457,Fler
222605,Ocult One
222705,Baby T
222714,Brother J (2)
222729,Kenny Segal
222800,Chilla Frauste
222817,Meeno
222837,Capital Cee
222985,Killa Kyleon
223436,Smitty D
223614,The Temple Of Hiphop
223679,3rd Eye (2)
223690,Tha Mexakinz
223696,Emanon (3)
223721,Mercenaries (2)
223808,Free (2)
224395,Dirty South Rydaz
224627,Nino (4)
224834,J-Cutt
224931,Krazy Eddie
224934,Diezzle Don
224983,Precious Paris
225106,The Voodoo Guru
225194,Soprano (2)
225432,Kool Shen
225433,Joey Starr
225562,O$ka
225654,Mestizo
225690,The Hardcore Committee
226184,Kno
226189,Storm The Unpredictable
226194,Buddy Peace
226265,Da Germ
226384,Filthy Rich (4)
226851,Misanthrop (2)
226868,John Cena
227110,Big Scoob
227198,The Murderers
227200,Cash Money Millionaires
227223,The City Limits Crew
227263,MC Iceski
227408,Phill Most Chill
227410,DJ Chase (2)
227465,Felli Fel
227583,MC Madness
227626,Lil' Zane
227922,The Lumberjacks
227956,Sparki
228001,The Mitchell Brothers
228223,Sylk E. Fyne
228314,Onar
228360,Kegs One
228449,Hezekiah
228787,Crazy Sam
228903,DJ Target
229039,High Performance
229071,Vybz Kartel
229334,DJ Emile
229352,Maki (2)
229665,Akon
229853,Rocca
230216,Dead Residents
230245,Dr. Yann
230452,DJ Iron (2)
230462,Afra
230484,Strings
230512,Cl'che
230758,Debi Nova
231095,B2K
231097,Ruben Studdard
231098,Oobie
231101,Ghetto Concept
231452,T. Isaam
231460,Champain
231481,Alfonzo Hunter
231492,The Foreign Exchange
231617,Plain Pat
231636,D-sisive
231671,Azra
231675,Summer Cem
231775,DJ JS-1
231900,The Godfathers Of Threatt
231968,Ajron
231975,Mes
232022,Killa Sha
232040,Asia Hernandez
232099,Cozmo D
232406,Blow Shit Up
232451,Ciara (2)
232800,Nico D
232815,Boss Hogg Outlawz
232827,Miss Jones (2)
232863,Queen Lisa Lee
232865,Tony Tee
232886,Articolo 31
232956,Pitbull
232985,Pymp Tyte
232986,The Wreckshop Family
233028,Filero
233032,Rasheed
233050,Low G
233054,Baby Beesh
233143,MC New York
233184,Brooke Valentine
233387,Money Bazz
233388,Cozmic Ray
233541,DJ K Rock
233578,Knowself
233959,Ju
234007,Legit Ballaz
234143,Sparkle (2)
234312,N.A.P.
234316,Bektas
234359,VSOP
234363,I.V.A.
235008,Longshot
235019,Johnny F
235174,Molecules
235227,DJ Vlad
235304,Creutzfeld & Jakob
235485,Numer Raz
235600,Mykill Miers
235622,Jaa9 & OnklP
235635,Rune Rudberg
235636,The Nutsons
235852,Deluks
235854,JWP
235861,Dizkret
235957,Chada
236033,Big Red (3)
236239,Trishes
236245,DJ Brisk Fingaz
236288,Calif
236587,Dabru Tack
236687,Dom Pachino
236987,Steen Rock
236988,Scratch Magic
236994,Disiz La Peste
237239,Karri Koira
237319,El Sadiq
237323,La Pina
237348,7 Aurelius
237350,Eastwood (3)
237362,PIH
237367,Magiera
237480,Juju (3)
237908,Baby D (2)
237910,Shawty Beezlee
237912,Play-N-Skillz
237951,K-Rino
237971,Flowin' Immo
238003,MadadaM
238212,Rockwell Noel
238274,Lethal (4)
238741,Pono
238758,Gruf
238837,DJ Ill Will
239084,Mr. Mister KG
239107,Prince A.D.
239109,Ed O.G
239305,Lil' Scrappy
239486,Infa-Red
239488,Parle
239695,Madd Rapper
239719,Manage
239725,Radical Stuff
239741,K-Delight
239872,Stat Quo
239952,Modulok
239980,Tha Realest
239981,Big Hutch
239983,VMF
239985,Swoop G
239988,The Relativez
240369,Resident Alien (2)
240466,The PreC.I.S.E. MC
240489,The Casual Brothers
240490,ABS (2)
240493,Pahel
240528,Lil' C-Style
240660,Teej
240713,H Bomb
240715,Orpheo
240724,Miz Marvel
241015,Khop
241062,Ceza
241140,DJ Mitsu The Beats
241513,DJ Khaled
241530,Strong Arm Steady
241531,Keri Hilson
241662,Borixon
241983,Scott Foster
242071,The Genius
242172,Kay Gee The All
242173,DJ Drew
242215,MB 1000
242289,Ruback
242367,Izm Da Mad Soul
242401,Bronze Nazareth
242475,Jack Orsen
242476,MC Basstard
242477,Real Geizt
242478,Frauenarzt
242480,Taktloss
242483,Sean P
242695,Tiffany Villarreal
243173,MC I.B.
243221,Skubie Tha Ciko Son
243409,Julio Voltio
243448,Phi-Life Cypher
243450,The Beatcreator
243792,Hell Rell
243806,J.R. Writer
244051,Bubbler Ranx
244193,Delic
244195,Stickz (2)
244196,Duvel
244202,Rico (5)
244218,Dave Floss
244219,H.O.T. Ones
244225,Emoni MontanÃ¨
244341,Sam-E
244342,Paragon (5)
244453,Optimas Prime
244460,DJ Masterkey
244611,Thee Undatakerz
244613,Money D
244751,Skepta
244833,Born Allah
244957,K-Skills
245119,Pack FM
245330,Ninety Nine
245333,Sir Rapsalot
245334,Mobster Three
245383,Kim Fields
245385,Sammie
245421,Shafiq Husayn
245459,MC B-True
245597,VIP Allstars
245750,Booba (2)
246015,Harvy Dent
246248,Lloyd (4)
246347,Ta'Raach
246432,Nick Eastside
246434,The Bug Out Boys
246441,Dirt Nasty
246510,Sure Shot Three
246528,MC Tony T
246529,DJ Watkins
246627,M9
246690,Mateo
246795,Shawnie Ranks
247354,MC Johnski
247355,DJ Kool (2)
247455,Ko Lute
247459,C-Jam
247602,DJ Day
247822,P.O.V.
247895,Hartkor Kinkxz
248194,Praktik
248196,Lilu (2)
248375,The Flip Squad
248396,The Anonymous
248514,RAab
249100,Vansilk
249116,Mad EP
249299,DJ Brzydal
249403,Lethal Bizzle
249416,Da Original
249787,Zelee
249861,CheckMate (3)
249909,DJ Boom (4)
249910,DJ TDawg
250227,Sh'killa
250237,Kali Ranks
250273,Spike V.S.T.
250359,UTP
250419,Melbeatz
250604,Russell Lee
250941,Vanessa Mason
251165,MC Storm (2)
251341,DJ Derezon
251530,Magno
251591,Dave Lombardo
252220,Sandra Nasic
252885,Jerry Flynn
253018,L.A.D. (2)
253020,Darvy Traylor
253588,Urban Mystic
253665,MC Mule
253666,MC Bushpig
253885,T-Lee
253960,Taz Money
254045,Vigilante (2)
254123,Psycho (8)
254356,Jacken
254791,Melvin Riley
255041,Thrust (5)
255106,Deja Gruv
255574,La Fouine
255726,Frisco (2)
256006,Malika (2)
256121,Termanology
256260,P$C
256323,DJ3
256399,Daddy Yankee
256490,The Main Attraction
256519,Kryptonite (2)
256739,DJ Defi J
257267,DJ Mentat
257269,Writer's Block
257272,The Omen (4)
257273,Jim Jones (2)
257275,Un Kasa
257352,Sho
257789,B. Ford
257884,Harmony (3)
257898,Parallel Thought
258350,Big Brother Hakim
258407,P.M.H.I.
258410,Olive Oil
259481,D&D All-Stars
259904,ZM Jay
260275,The Increadible T. H. Scratchers
260390,Tenderboy
260397,Mieze Medusa
260749,Nocando (2)
260750,Sacario
260835,Cynic
261304,Lady Tame
261565,Mitchy Slick
261568,C.O. Tha! Bad Black
261580,Haystak
261587,Blood Raw
261590,Turf Talk
261594,T-Nutty
261596,Bukshot
261600,Big Kuntry
261611,Husalah
261612,Ice Mone
261721,Misty (4)
261878,Biggie Smalls
262181,Morlockk Dilemma
262274,Ace
262779,D-Tay
262817,Phat Beat
262818,Dice'C
263477,G-Style
263630,Louis Slipperz
264283,Chikaramanga
264981,Freddy Love
265255,Tony D (3)
265371,Cool Gino G.
266665,Echorausch (2)
267374,Young Noble
267378,Nutso
267935,Clinton Sparks
268257,D-Mob
268611,Sharissa
269246,Don Martin
269323,The Kryptic Krew
269645,Emel
269697,Bodyrox
269844,Rifleman
270049,Marsha Ambrosius
270334,Nesti
270484,Jiggie Gee
271694,Sic Sense
272157,Jan Van Der Toorn
272172,The ARE
272350,Bobby G. Morris
272352,Tender Touch
272562,DJ Woody
272604,Mazaya
273023,Cast (4)
273051,Peja
273160,F.A.B. (2)
273252,Mike Gao
273338,Wanz
273381,Hasan
274224,La' Chat
274264,M. Walk Productions
274561,Mr. Holiday
274609,N.I.N.A.
275543,AnÃ©a
275545,Multicyde
275800,Tymon
275854,Esera Tuaolo
275861,Tamar Braxton
275916,Faf Larage
275921,Mr. R
275922,Jacky
