V1,V2
5739770,2774875
5964396,2774875
3172513,1729755
85940,1147543
85940,2345618
85940,5522151
1147543,2345618
1147543,5522151
2345618,5522151
3301086,3301087
5039065,4561525
6135756,5180375
3085233,163409
3085233,5372896
163409,5372896
44196,18201
274264,782474
132084,173401
5104304,5104305
275922,109395
374900,151325
4473012,110757
282732,282734
885103,35646
36100,1123390
64323,220389
713639,209668
81700,52835
185245,1419642
185245,162622
185245,610177
1419642,162622
1419642,610177
162622,610177
180140,241531
192718,209294
192718,211686
209294,211686
14646,208836
66152,4030
508430,45046
2530674,349272
2530674,1130060
349272,1130060
1110492,132084
1110492,1728522
132084,1728522
239988,35125
3509596,244195
35646,132084
1093094,90037
48604,132084
48604,170365
132084,170365
5542383,232956
1013313,477401
1616620,489950
3082,1781
331629,1065010
16508,152268
158786,90037
137878,60978
70424,199465
1232881,1230803
2080961,3613122
41219,1135060
2788653,2788652
50575,81373
612064,220580
173279,42110
1143708,630826
1143708,1143707
630826,1143707
282757,282755
216270,231671
1981853,1981855
3003007,845660
1202643,67039
83055,331773
2014191,230452
2014191,230452
25495,26245
185587,100756
188242,267374
410424,586332
331553,218772
1987971,1987968
2845318,3058756
3509802,3575809
1439270,3667994
3619649,338268
422067,66144
343016,692359
176294,47052
722712,209748
2001203,2001201
57160,544364
186670,205249
364460,424492
129073,204834
129073,195496
204834,195496
1601193,31996
1601193,1601204
31996,1601204
275924,275922
4317921,3732001
4317921,5121034
3732001,5121034
36100,35746
36100,75542
35746,75542
21909,54871
767686,606522
357753,1065010
357753,1177244
1065010,1177244
151199,4981258
35536,76490
1621499,1621498
276915,331478
192683,173559
213498,107769
972151,174250
1101544,111506
1101544,1880115
111506,1880115
192684,3234609
389525,185580
389525,214301
185580,214301
133866,136840
213402,232974
185587,48604
185587,137603
48604,137603
173557,232986
173559,331629
194387,137204
237951,2286124
1480654,111506
233028,1959442
194109,3091826
194109,3091826
194109,3091826
647347,194105
2706068,2707248
218749,3023410
318214,111506
318214,173559
318214,195945
111506,173559
111506,195945
173559,195945
194282,218663
350650,185580
211686,2807726
632353,173557
632353,173559
632353,1338853
632353,230512
173557,173559
173557,1338853
173557,230512
173559,1338853
173559,230512
1338853,230512
350979,224627
3231765,4942448
343154,436680
626562,618584
173362,1873972
4159809,6308640
421588,211338
421588,218762
211338,218762
5762975,4037044
213393,614193
28579,47802
28579,47802
28579,18310
28579,1165012
18310,1165012
28579,18310
28579,1165012
18310,1165012
117896,50514
3402137,18310
1165012,28579
1619959,5682
1165012,28579
3244965,2947014
1479965,1779184
70351,17550
32416,46233
32416,105902
32416,45534
46233,105902
46233,45534
105902,45534
43011,1467522
1603904,1461629
2534895,423978
2561774,3442052
685501,1194826
474829,474833
471634,80658
342282,350043
342282,826630
350043,826630
579573,1520313
1238694,379423
2090538,2044829
331207,331208
1595432,1625345
1233773,1634442
330811,4703737
157146,1414168
754803,30908
191793,191791
25777,1233832
39664,15787
39664,15787
51650,33517
210793,14646
1474921,90037
1474921,3147709
90037,3147709
614963,4382741
132084,90037
132084,50997
90037,50997
3464434,1516469
43315,214242
54211,214750
22910,81373
17587,4778
50513,132084
114823,35135
114823,21993
114823,198544
26592,51087
40915,66153
10990,28738
10990,97658
10990,145934
28738,97658
28738,145934
97658,145934
97658,51087
39015,8285
25777,1233832
107769,100752
107769,1034178
100752,1034178
100752,188242
33815,114823
110156,229665
126976,110844
126976,51272
110844,51272
126064,21742
51369,49187
51369,40347
51369,211100
40347,211100
51352,114823
51352,132084
51352,35646
132084,35646
37906,111502
37906,172962
111502,172962
201124,50997
201124,132084
50997,132084
37908,293487
81056,174883
187740,75542
590032,94996
185889,88760
99679,51271
92898,212678
173547,227198
220810,60978
37906,110844
172666,4124205
207125,207130
130930,184138
126157,109832
163384,75973
5648,31777
5648,109832
31777,109832
66153,160771
187983,187984
227110,1861705
567355,293440
567355,1621621
567355,1621620
293440,1621621
293440,1621620
1621621,1621620
385238,38661
86495,37907
210316,110844
210316,211211
110844,211211
22028,110844
22028,92281
110844,92281
470620,60978
470620,36099
470620,130964
60978,36099
60978,130964
36099,130964
37908,45094
51352,75542
2920286,14480
885491,885492
7449,5648
35135,111476
137878,50997
357753,1065010
357753,173279
1065010,173279
137602,4778
227626,113470
17900,113470
371521,465658
174810,26918
209748,359939
183424,1472110
647464,122418
126072,173279
176767,359939
479893,331629
479893,1065010
331629,1065010
101545,37909
101545,37912
37909,37912
51352,35135
194450,494714
194450,903050
494714,903050
181010,212524
66153,14014
66153,12466
66153,140804
14014,12466
14014,140804
12466,140804
180140,256260
212524,60978
212524,3003334
60978,3003334
21742,26592
80325,22028
80325,158275
22028,158275
192718,95003
536953,37909
1940861,1094253
365456,114823
1212027,92281
53164,54813
92898,173182
222817,244218
222817,244225
244218,244225
340189,14646
119142,51988
119142,175116
119142,134871
119142,210316
51988,175116
51988,134871
51988,210316
175116,134871
175116,210316
134871,210316
50662,218950
97658,150136
97658,222817
97658,92281
97658,133624
150136,222817
150136,92281
150136,133624
222817,92281
222817,133624
92281,133624
169508,283612
216666,37913
198518,242071
182152,167543
65049,48860
257273,359936
773818,186264
136840,227922
1096343,382934
86495,37913
136806,65049
208836,2408665
261580,197812
197812,2903500
81056,123698
167644,262779
51352,175575
51352,211017
175575,211017
50514,223614
129792,65049
129792,61284
129792,50662
65049,61284
65049,50662
61284,50662
135888,4791419
1655661,2112310
1047425,181022
1047425,261587
181022,261587
51988,176767
17587,51988
17587,126072
51988,126072
181010,212524
181010,37908
212524,37908
355985,110844
100745,136513
536953,138038
647464,137204
848817,62571
848817,100751
62571,100751
51271,65049
60978,53077
60978,40347
53077,40347
208485,173279
208485,873388
173279,873388
2207559,113469
92897,120826
37908,341733
37908,1008036
182152,77522
426668,106562
426668,63678
106562,63678
241062,594438
374780,52010
249416,70351
29058,126771
37234,43020
37234,79104
43020,79104
26246,26245
25495,168692
208484,26918
208484,94999
26918,94999
81056,174883
2545,227583
66153,13732
66153,53119
66153,160771
66153,50514
13732,53119
13732,160771
13732,50514
53119,160771
53119,50514
160771,50514
39829,250237
143896,231900
143896,4097
231900,4097
14485,14491
195526,225690
62134,75187
218087,4848
17531,26233
86495,212571
108622,24072
338280,19701
338280,82784
19701,82784
99663,331083
21715,70351
21715,77180
70351,77180
222223,201894
222223,924111
201894,924111
144758,164246
144758,164246
219204,329649
356288,1603492
198859,198861
228223,193530
330517,412305
364460,424492
205201,6254568
1536924,165135
133237,51978
177091,86495
2545,227583
1200233,1336197
1200233,1712652
1336197,1712652
596907,173152
213813,207317
146995,66147
146995,1005259
66147,1005259
151357,2373270
410424,586332
1783252,1623705
596907,173152
192677,593542
183942,183944
4096,33417
151357,68736
748245,748248
1121562,6262661
228787,644588
229039,479902
178698,338049
493153,493152
43315,214242
456126,1556256
217801,218915
131961,3399244
333042,2180714
231452,2545
890164,890166
1674310,2192061
333421,440933
165135,2665807
129868,194
3228358,3228364
346824,346827
173428,2459007
194819,2964362
4628686,173503
4628686,173511
173503,173511
379412,250227
1468761,2121662
331493,200516
203732,175456
2336328,2336327
153521,244219
2915993,120236
111523,209294
192974,2162453
1462398,1113758
1462398,1113760
1113758,1113760
193060,1536041
21715,19701
21715,70351
19701,70351
1292636,1121179
133775,1715892
120911,21715
2497151,2497152
2740852,190399
2740852,753590
190399,753590
247459,13879
1220875,1220876
1220875,1220874
1220875,1220877
1220876,1220874
1220876,1220877
1220874,1220877
2537949,2537950
2493968,2493967
33815,80325
357282,1369609
63774,65049
63774,76037
65049,76037
3165555,3165554
173546,3523983
2779335,2779336
1218066,1038915
1873731,63774
222605,501137
222605,501137
379413,585944
173376,108622
173376,108940
108622,108940
590022,373344
39908,39909
39908,73255
39909,73255
21715,19701
21715,70351
19701,70351
329714,108623
477067,138689
501166,231968
1698400,521281
235957,2201274
235957,2991491
2201274,2991491
72461,35848
195526,225690
195526,225690
204691,14646
113470,97658
132084,325291
167644,262779
204691,137603
93671,114329
59551,245330
220759,1065010
4097,40399
858602,137603
831106,1265915
2684343,2684350
240660,122129
142336,1841262
142336,69131
1841262,69131
228903,197538
3304694,654787
219854,1110091
341732,341733
209294,722712
209294,1313388
209294,132084
722712,1313388
722712,132084
1313388,132084
340583,298137
1588376,1181588
1588376,1739619
1181588,1739619
195939,797757
1943432,3948166
300850,182673
1884033,152709
2871359,2689392
6250494,6250493
3615961,4703954
3615961,4533784
4703954,4533784
35746,237348
79578,142956
788484,1825749
1057098,229665
1057098,1447014
229665,1447014
218025,276577
133869,1037406
86495,173361
86495,37907
173361,37907
86495,173359
167543,77522
164904,177093
208485,86495
1673115,4848
851050,766329
851050,173377
851050,2304858
766329,173377
766329,2304858
173377,2304858
208076,1034178
411648,81056
237908,210926
237908,131961
237908,120307
210926,131961
210926,120307
131961,120307
823878,113499
5682,66426
169508,167646
203724,4026240
337746,337745
337746,359608
337745,359608
1132192,36100
374225,295573
274224,193558
274224,376312
193558,376312
36100,341733
181022,45095
181022,210747
181022,1505476
45095,210747
45095,1505476
210747,1505476
197812,2903500
178698,111506
107769,21742
107769,81206
21742,81206
851050,131961
851050,182673
131961,182673
237908,131961
237908,1177140
237908,237910
131961,1177140
131961,237910
1177140,237910
76242,99679
1008036,158775
885103,382934
86495,212571
177091,86495
177091,37907
177091,841114
86495,37907
86495,841114
37907,841114
158373,345640
1134367,113468
706396,559367
128394,66147
176313,14753
172664,202733
195939,797757
82722,218779
416468,86495
235227,173541
235227,210875
235227,100752
173541,210875
173541,100752
210875,100752
42627,79340
22935,34215
215993,50997
66417,2541307
173361,173377
173361,216097
173377,216097
37906,382934
220376,220377
66417,5457187
35525,20773
66417,4661613
19414,4091
19414,4091
19414,4091
187503,123698
2706068,251530
3454396,185580
3383593,192683
137204,222985
57772,24040
235852,235854
235852,1719216
235854,1719216
182846,1344149
36527,1615988
36527,1065010
1615988,1065010
812164,1783862
812164,3384206
812164,4585002
812164,5177452
1783862,3384206
1783862,4585002
1783862,5177452
3384206,4585002
3384206,5177452
4585002,5177452
159342,21291
298137,359885
134136,2823730
1103844,4440258
170002,11213
170002,17587
170002,44958
170002,100558
11213,17587
11213,44958
11213,100558
17587,44958
17587,100558
44958,100558
3125169,179014
183463,183462
100558,358295
53485,195409
53485,195412
195409,195412
134398,189604
193365,189107
5682,173593
1161651,1161649
57494,2708960
5801257,6312937
39740,194996
1252791,1214890
423978,277718
26936,22910
4748995,210875
1555518,3902061
6139696,5141922
798549,798548
269246,925444
4096,54871
17531,20542
17531,49294
17531,16968
20542,49294
20542,16968
49294,16968
18684,176098
96513,219249
66074,66070
210824,210822
134398,189451
842788,1324000
1043171,490950
1825261,1963663
137627,94893
71651,82947
885103,1546881
301858,1096435
332266,585358
185184,502350
392235,3093209
1134613,262181
191200,34220
50997,664446
14014,35134
232451,26918
21742,50703
21742,26592
50703,26592
51369,46233
566501,36100
232956,120307
77522,142956
50200,26918
50200,51039
406165,35746
10783,50997
90037,1507065
90037,36158
1507065,36158
232956,120307
51369,14646
51369,39455
14646,39455
120190,50200
201878,82833
79578,142956
77923,139696
35746,1008036
150136,39455
120190,50200
126064,321128
39015,21787
204817,38661
14646,21742
3763,1357693
79578,239695
308385,37906
67672,35125
67672,21731
35125,21731
79578,383281
157311,90037
232451,2523290
4778,151199
2409771,151199
2409771,2523290
2409771,1778977
151199,2523290
151199,1778977
2523290,1778977
2761288,207020
2761288,237239
207020,237239
2761288,1798769
1825654,1345479
1825654,3519986
1345479,3519986
386391,669123
386391,39455
386391,206939
669123,39455
669123,206939
39455,206939
243409,232956
243409,173546
232956,173546
153456,2743995
153456,21742
2743995,21742
66417,159342
66417,39829
159342,39829
2409771,11012
2409771,3213389
2409771,151634
11012,3213389
11012,151634
3213389,151634
1181588,151199
1181588,5131610
151199,5131610
35746,166190
137602,353608
1519408,151199
151199,180140
151199,173279
180140,173279
4778,110844
50997,664446
38661,52835
376312,614963
376312,1825654
614963,1825654
74169,59176
2538994,5652433
77522,142956
51368,1615988
51368,90037
1615988,90037
201032,21151
61830,973642
1188038,1328112
220898,37908
220898,60978
220898,343060
37908,60978
37908,343060
60978,343060
173460,61830
245597,493426
245597,441605
245597,240715
493426,441605
493426,240715
441605,240715
810222,1610140
152098,272157
1935438,140041
757106,69773
1424942,299024
202709,983133
242289,53336
1121692,907239
37343,54192
100292,86470
100292,120009
207189,126035
207191,86476
301258,57470
301258,287762
57470,287762
1272631,1319424
198567,294733
44390,929395
1979620,1979617
65080,25058
173951,216420
70398,3506378
1059916,1063796
193365,189107
193365,107751
193365,189105
189107,107751
189107,189105
107751,189105
50514,13873
727921,727922
26246,48354
108968,133981
231775,108968
184921,48354
48354,184921
189197,189198
173795,156655
222426,222421
184921,48354
1188628,181010
1783252,1623705
1783252,3321631
1623705,3321631
209294,111523
209294,111523
209294,111523
50997,11213
101844,2322699
867055,37906
18684,176098
1826065,1214567
1826065,1851798
1214567,1851798
1826065,3448167
3243777,3198869
6498661,6498660
14014,554419
120307,76242
120307,382819
76242,382819
193236,12626
1519408,186264
8285,50997
39947,122088
39947,122088
139315,845935
90181,312732
315546,797357
197311,244751
197311,308926
197311,3227496
244751,308926
244751,3227496
308926,3227496
3467999,2684343
2883538,6070491
165028,177239
165028,234363
177239,234363
249299,325742
297821,228314
2490735,3997128
1436384,2731761
355674,233959
355674,175362
355674,278520
233959,175362
233959,278520
175362,278520
25495,776295
60580,57160
1525607,26912
31715,21128
31715,3615961
21128,3615961
403362,533168
3172811,3172802
239109,80658
239109,301281
80658,301281
192497,147843
192497,236288
192497,14743
147843,236288
147843,14743
236288,14743
105661,32215
105661,21070
105661,133345
105661,19098
105661,186300
105661,40426
105661,40792
32215,21070
32215,133345
32215,19098
32215,186300
32215,40426
32215,40792
21070,133345
21070,19098
21070,186300
21070,40426
21070,40792
133345,19098
133345,186300
133345,40426
133345,40792
19098,186300
19098,40426
19098,40792
186300,40426
186300,40792
40426,40792
253665,253666
22935,40433
1125252,19701
1125252,6282954
1125252,1238694
19701,6282954
19701,1238694
6282954,1238694
16763,76490
76490,65394
209748,357753
76073,13726
1586513,1586512
2481334,2481333
456135,316619
4369146,4369149
202709,164150
172666,4124205
198859,198858
173894,173893
255106,22877
48106,54206
48106,26931
54206,26931
14295,106719
93616,213201
93616,101960
213201,101960
298680,700985
2099408,2099409
175986,2208841
106720,21742
4091,50997
110418,588475
3892800,1206946
51158,184573
79759,21787
14646,75542
4157011,4157014
53193,4561150
4272141,3305210
2970451,785277
1224549,1187304
2871359,2689392
5273239,3526302
4046094,3782074
2154233,2154232
935402,4728246
1845103,2126063
194866,897576
3024920,3118862
80569,194866
2731760,1506542
6325515,6325514
4204835,5591719
4204835,6554983
4903281,4303676
35125,241531
5738143,5738142
249909,249910
109397,278165
109397,282770
51371,63840
1617019,1230639
49292,707862
66008,926686
3198666,1902929
115648,546651
493128,1554812
18311,163409
299131,3339394
776,39655
3082047,1347412
708316,468738
316568,64692
698603,1168883
1660069,799489
949879,2065199
949879,3422887
2065199,3422887
63347,88690
60978,41767
60978,53077
41767,53077
18324,174370
18324,649184
18324,2923487
174370,649184
174370,2923487
649184,2923487
196150,46271
196150,219304
46271,219304
2815964,3280086
65048,217039
316568,64692
209690,331528
51368,99679
851685,232451
1065010,21742
82068,27658
82068,35025
27658,35025
144758,164246
1344975,2317485
1344975,174964
2317485,174964
350979,331152
228314,225562
807118,61606
5367448,5367449
6341799,5367449
15585,964543
66154,2774740
66154,173081
66154,100756
66154,981756
2774740,173081
2774740,100756
2774740,981756
173081,100756
173081,981756
100756,981756
2405436,4410572
4174838,3880347
4376779,4376782
6082390,76490
6082390,254356
6082390,8585
76490,254356
76490,8585
254356,8585
988770,22935
43317,5594777
126072,92901
206732,49312
81052,3843282
262818,262817
14696,2048703
2773759,4861715
341815,1207395
517226,575873
517226,277935
575873,277935
114823,26918
5648,109832
5648,31777
5648,97650
109832,31777
109832,97650
31777,97650
97658,10990
4035691,205836
282817,371988
14295,48435
22935,50706
21913,41233
479026,384562
66152,16627
66152,191245
16627,191245
3571206,176215
3571206,175986
176215,175986
1121344,242401
70102,155534
1479965,381189
1479965,476589
1479965,1762369
476589,1762369
1283971,1467052
25495,25058
25495,28104
25495,31712
25058,28104
25058,31712
28104,31712
88398,220984
88398,56534
88398,63840
88398,49311
220984,56534
220984,63840
220984,49311
56534,63840
56534,49311
63840,49311
477331,991190
354816,2064375
60754,1831955
3376248,1568356
5059181,5198350
31712,257898
947787,1470055
947787,1470055
947787,1166963
1470055,1166963
109397,513455
12330,176923
227001,212979
194282,218663
194282,569102
218663,569102
592321,592323
357749,1824344
408079,4535236
282662,312337
331629,131775
112745,293637
485830,356428
39455,51369
39455,92897
39455,303120
51369,92897
51369,303120
92897,303120
37906,105456
37906,50662
105456,50662
2545,21716
177086,60978
176313,216273
199332,81206
199332,166190
199332,181327
81206,166190
81206,181327
166190,181327
1536565,196738
329714,209748
132084,173399
216095,86495
96151,26918
96151,37906
26918,37906
136516,21742
1065010,50703
203724,2154430
104753,4848
39908,39909
39908,73255
39909,73255
114919,62571
217492,10991
331629,151199
331629,1065010
151199,1065010
331629,1065010
331629,181022
331629,382934
1065010,181022
1065010,382934
181022,382934
121765,35746
121765,212681
121765,1125268
35746,212681
35746,1125268
212681,1125268
37907,86495
204617,482704
420353,122418
3327750,3542131
2635464,2635468
1132215,359936
1132215,176767
359936,176767
126072,229665
2523290,217370
2523290,1206726
2523290,1118781
217370,1206726
217370,1118781
1206726,1118781
110844,1272781
115760,114823
175925,65048
410424,586332
3278938,3278939
1415262,1507652
46233,30542
1396,53627
274609,100752
329714,108623
244613,308356
51369,39455
1346320,1565507
1346320,21916
1565507,21916
187197,162462
42668,1709366
212748,956884
1256453,2419642
18123,1335830
18123,28579
2411068,2208940
1482051,653628
14646,208836
25058,50997
406165,37906
25495,390896
177093,199137
86495,132084
86495,37907
132084,37907
231097,51988
184674,189527
184674,62571
184674,14753
189527,62571
189527,14753
62571,14753
302953,302950
9839,510550
278273,109401
137602,548094
1241971,1300941
997,103384
216095,86495
216095,184491
86495,184491
215993,1735046
4848,25495
50513,132084
1952403,1619283
1952403,2117720
1952403,1619283
1952403,1651655
2117720,1619283
2117720,1651655
1619283,1651655
588851,282716
588851,282718
588851,109395
282716,282718
282716,109395
282718,109395
219331,61920
324866,33373
169198,219756
120826,51271
109338,278270
17594,136842
17594,134136
17594,172043
136842,134136
136842,172043
134136,172043
330017,218783
784571,1220220
114329,323303
66147,14753
66147,66154
66147,108623
66147,82689
66147,100756
66147,187762
14753,66154
14753,108623
14753,82689
14753,100756
14753,187762
66154,108623
66154,82689
66154,100756
66154,187762
108623,82689
108623,100756
108623,187762
82689,100756
82689,187762
100756,187762
169198,46333
169198,384594
46333,384594
108620,83051
2202,28104
50662,4848
175392,987838
1729923,3795513
356288,216293
182673,37913
182673,95003
37913,95003
109513,212142
5416,2482307
20992,333565
20992,1065010
333565,1065010
20992,331629
116348,357753
200161,50514
1254375,114823
4779,91534
4779,26592
91534,26592
736743,122418
17900,212524
215993,44958
63840,83520
35746,105728
711907,232406
711907,100244
711907,1256598
232406,100244
232406,1256598
100244,1256598
556592,5437359
556592,4951629
5437359,4951629
1979620,2539406
1975517,232986
2535792,2701078
72884,72846
189646,125636
35746,173096
1230639,169508
1230639,65080
169508,65080
952395,952665
5793,152709
5793,354816
152709,354816
2667273,3275657
3380847,341733
722712,209748
2576428,221673
2950789,2462376
1654237,1619013
3741190,3354412
3608369,2523290
1818876,39908
994608,830218
341733,383281
419677,1584790
383281,3198963
1651907,383281
185580,3243777
51988,176767
51988,1527592
51988,239486
176767,1527592
176767,239486
1527592,239486
3366475,4213622
2183765,6025050
2183765,1945957
6025050,1945957
2183765,1945957
1313388,419677
1313388,221673
419677,221673
341733,383281
333565,383281
3243761,3279946
1527592,3254709
1689694,1527592
3287800,3232613
5316714,6106984
261611,1588376
3281192,180140
3281192,6208345
3281192,1792519
180140,6208345
180140,1792519
6208345,1792519
3084353,2097575
178689,2846189
65049,31715
167209,394016
1201210,137880
1201210,182738
137880,182738
6535003,6534975
6535003,2133522
6534975,2133522
16508,359679
244957,607358
5475512,313251
79578,229665
56535,39946
143795,25058
13873,174177
43011,233541
3570287,1979617
3570287,1272631
1979617,1272631
1461629,34215
51650,119439
81419,198518
81419,162849
81419,207006
81419,50578
198518,162849
198518,207006
198518,50578
162849,207006
162849,50578
207006,50578
220984,88398
220984,51371
220984,63840
88398,51371
88398,63840
51371,63840
176313,176312
37906,39015
175627,81418
175627,100252
81418,100252
173096,197479
43960,197479
1134484,262181
327468,94131
327468,326522
327468,176311
94131,326522
94131,176311
326522,176311
228314,225562
1722220,2310640
176313,176312
1722220,952395
2660614,1524228
365069,175629
4244665,1722220
176313,176312
1485213,2807347
1277159,2310640
3791465,757150
3791465,2505476
757150,2505476
291081,1581470
3080119,3080121
1272632,1332235
1137699,1475538
231975,194
235861,248194
353611,8279
173280,1447802
1030973,2488049
13869,69200
195526,225690
455776,109936
1555878,1346396
1346396,1497198
1346396,1453094
1346396,1523781
1497198,1453094
1497198,1523781
1453094,1523781
209294,79578
1346395,1497198
209294,132084
44958,151514
13878,220090
226868,994376
81056,174883
185889,88760
172666,4124205
248396,1105373
37343,229334
251165,213813
133640,270484
103267,99384
39713,124892
194282,218663
194282,569483
218663,569483
2679400,621085
476589,133460
3914581,3914580
542293,4378156
1087225,527192
267374,646825
542293,4378156
186902,231617
1498091,375426
3857033,293328
21128,187810
54619,362265
379137,1496903
173506,790768
226868,994376
685501,29241
116348,186837
360595,37773
54206,26931
176349,174964
1781,31518
1781,44983
31518,44983
2188525,2188524
164963,176684
1891477,3645767
308841,140547
2453523,194
132084,194
209294,167645
209294,899936
53608,18140
71651,82947
242071,198518
14743,17587
108620,5648
93616,14757
50514,14014
50514,35848
14014,35848
25777,1233832
25777,1233832
183463,183462
183463,332194
183462,332194
33373,278347
25495,390896
26246,26245
53164,100558
18123,244611
18684,143531
67728,11152
108620,108619
50514,223614
685501,40445
3263,38256
12474,139155
215993,5682
186670,205249
108184,111523
561307,1461629
171985,122750
171985,128074
122750,128074
21151,21291
37906,109333
50662,333593
2195,162438
215993,361588
215993,3862
361588,3862
21913,41233
21913,16990
21913,13888
41233,16990
41233,13888
16990,13888
536990,181436
536990,34224
181436,34224
708316,468738
708316,468738
82702,65049
224934,316984
224934,185172
316984,185172
39015,151835
251341,6157
48354,6157
235600,91533
39908,39909
39908,194274
39909,194274
988770,58593
747767,50997
747767,167543
50997,167543
139643,259481
194,32446
26246,26245
163410,1694360
22935,50706
22935,25495
22935,198518
22935,242071
50706,25495
50706,198518
50706,242071
25495,198518
25495,242071
198518,242071
65049,100752
65049,39956
100752,39956
39956,172666
2304646,184685
184715,257269
181427,40445
108620,108619
108620,108619
57508,103257
57508,507205
103257,507205
187204,3085233
187204,3085233
5793,1738483
354816,1106453
155252,600285
1881036,1175141
1881036,1883363
1175141,1883363
257272,31715
257272,1104641
31715,1104641
39908,39909
39908,73255
39909,73255
323297,1461086
490419,118648
332351,35333
1194826,1943432
93616,121627
150554,1302672
150554,181644
150554,431772
1302672,181644
1302672,431772
181644,431772
1917763,14295
1539549,921864
1325621,3157412
1325621,1113189
3157412,1113189
71173,71175
84908,939700
2967170,2058688
59578,1120392
59578,176313
1120392,176313
59048,1177030
2590999,2590998
247455,259904
389866,389867
2896906,2896901
2896906,2896909
2896906,2896908
2896906,2896907
2896901,2896909
2896901,2896908
2896901,2896907
2896909,2896908
2896909,2896907
2896908,2896907
266665,354046
1422394,2162346
173096,242215
3743093,3340991
2426474,2068922
510540,1946135
158241,100200
158241,1576967
100200,1576967
204980,369678
907348,907345
907348,2134672
907348,965146
907348,4921895
907348,3034609
907345,2134672
907345,965146
907345,4921895
907345,3034609
2134672,965146
2134672,4921895
2134672,3034609
965146,4921895
965146,3034609
4921895,3034609
92898,97658
14646,209748
642352,5190629
355547,216095
3724512,1698365
117020,122053
122417,110977
1025677,1318245
194395,99172
777277,268257
225654,273252
1158573,1848024
137603,329714
872275,1814922
22935,81057
440091,175154
1050481,315429
3902061,4824642
321908,1599694
321908,321909
1599694,321909
333719,1287647
534737,2628906
534737,2628906
483514,738731
296919,326879
296919,897236
326879,897236
17587,20897
219443,219444
2560322,2560323
464681,2948095
392278,906781
567355,293440
2016083,407748
404077,554257
77855,26918
470370,470369
3258829,742531
61398,75542
165952,50997
332689,3623791
237912,5076
16508,359679
219783,215369
1781979,1573644
1780757,209748
1052234,1165015
2959589,1902929
4437938,2404316
137880,180818
493128,1554812
196077,20897
196077,117593
20897,117593
764039,697545
190361,528596
83051,95659
1499827,1096820
1499827,1096820
53608,336190
569625,569624
135575,427003
215092,35848
39839,313473
39839,150433
313473,150433
262181,1052234
289247,2114219
209294,167644
4034703,4030776
4031534,4984736
1563568,660187
1553377,5141922
185729,185730
1569284,58554
9741,30011
2495802,134219
364265,847685
33417,137538
37906,109333
1113020,419677
239109,14295
444216,4778
14488,4091
96522,33856
43011,1467522
4091,1879176
4091,149162
4091,2687330
1879176,149162
1879176,2687330
149162,2687330
1664632,220898
1664632,1065010
1664632,227626
1664632,245385
220898,1065010
220898,227626
220898,245385
1065010,227626
1065010,245385
227626,245385
2493330,2493331
216706,218029
132084,217499
132084,174191
217499,174191
28209,51188
1989691,3052979
3052979,1721398
1479204,2664379
988770,1884031
133456,139777
3854006,519229
3854006,3842644
519229,3842644
2684340,3118799
2475562,2693000
3116001,3024920
2495802,134219
3118859,3118864
209294,79578
209294,17900
79578,17900
364265,847685
5648,42412
38661,67672
628314,58209
6179816,277126
17901,222359
17901,1080492
222359,1080492
3582530,3384297
1042013,99172
1198438,1252580
534737,202202
534737,179014
14081,893821
50514,48423
431804,181103
152709,374780
708316,468738
4255919,1064411
2206373,1340440
554834,168693
39908,186837
1617019,4129661
3358141,2278259
1689541,2534557
331080,1340488
168693,44390
168693,4995788
44390,4995788
2206373,1277159
1394128,908961
4840276,162438
4840276,2544885
162438,2544885
6531815,2603970
4129661,25058
133460,6169740
38497,53119
157241,34220
157241,34220
37906,50581
105456,65049
12287,21742
3867,232099
3867,1733788
232099,1733788
126072,31777
126072,16832
31777,16832
31751,35746
179826,349341
37906,33534
37906,90731
33534,90731
39454,26918
124892,193737
81206,136516
81206,299309
136516,299309
49884,63338
108940,82735
14646,208836
357753,113583
19701,21918
632334,455230
157843,26918
70351,75127
70351,19701
70351,82784
75127,19701
75127,82784
19701,82784
96155,220226
215848,216706
78193,137978
78193,14488
137978,14488
34481,189505
1029915,232040
188822,188823
218069,221503
269323,39293
269323,19699
39293,19699
38854,464527
357753,382934
98423,711738
3541,803828
131775,41687
66152,4030
214242,258407
184117,48860
253018,253020
36099,144828
1062755,5115999
1062755,246510
5115999,246510
151357,62125
151357,1369609
62125,1369609
218290,232451
739364,739366
739364,3779584
739366,3779584
113468,174410
880776,211453
36100,98498
37907,86495
37907,175587
86495,175587
253018,253020
1623024,2082699
553982,151357
21742,137880
776126,707856
26918,90037
52848,1058737
676421,676422
676421,1157126
676422,1157126
126813,2450226
173206,96696
173206,108262
96696,108262
362504,174968
1462398,1113758
1462398,1113760
1113758,1113760
1238694,379423
57765,2719519
2199055,25261
2199055,12596
82946,248396
687390,85360
3004391,3004390
384562,1548550
2475562,750923
4904066,203244
212993,212994
355985,133869
1379579,272172
1379579,2707457
272172,2707457
1504071,1514680
1504071,1514681
1514680,1514681
63106,301323
51352,3571255
2713202,1609844
2713202,2721836
1609844,2721836
1711524,1232413
1971480,3314153
80200,181103
2604,16755
1008036,33534
98498,1201210
1172647,2820437
1172647,184476
2820437,184476
79733,419677
362504,174968
4533241,357753
1109771,65887
1019703,861981
163128,58757
1638200,641727
93879,1506537
1184438,1415265
3294971,3012103
1765870,1595934
3054860,3445202
132084,173401
