V1,V2
40426,123981
2202,123981
2959589,18123
37343,58554
215993,9741
245385,382819
245385,209479
382819,209479
2431944,2431945
918843,98207
918843,1764582
918843,1764581
98207,1764582
98207,1764581
1764582,1764581
4562649,182673
410424,586332
1530125,1632655
304114,272604
13981,162462
13981,237971
188690,60650
47309,70571
51371,50577
240490,235304
240490,100199
240490,100200
235304,100199
235304,100200
100199,100200
173096,51650
100292,284951
50578,88398
50578,50576
50578,206834
50578,50729
88398,50576
88398,206834
88398,50729
50576,206834
50576,50729
206834,50729
50578,88398
50578,50576
88398,50576
523070,130210
71256,51372
50576,50722
320987,162849
127199,50577
127199,53438
50577,53438
602057,551276
50577,187602
215848,278269
215848,180456
278269,180456
14145,159465
14145,159465
49311,220984
50514,93616
950742,1613131
942545,890109
942545,1225232
295221,1897322
1616621,3384206
6133790,6138188
37906,20957
37906,35848
37906,270049
20957,35848
20957,270049
35848,270049
775889,1047641
173559,197812
253885,5387732
798572,798569
150167,276556
427992,361356
105456,167646
571799,5003284
571799,235019
5003284,235019
122133,1198535
194,483651
28209,51188
14295,217277
2133832,22910
22910,1409603
260750,112754
260750,51988
112754,51988
227110,593534
411356,411355
137204,232815
3974644,2542032
301850,301848
1166406,79578
3052728,3016384
66147,1005259
95002,194
1641711,193530
105453,50703
38661,533279
4562649,182673
5725764,5725766
100558,44958
757227,20560
215848,278266
215848,278272
278266,278272
215848,216703
215848,278267
215848,275916
278267,275916
171861,39713
171861,37308
39713,37308
562322,176175
77755,216708
775889,1047641
275916,162460
697233,2771094
697233,2771094
697233,365447
2771094,365447
278270,459304
893821,14081
588329,304371
1708935,2058688
2087306,2753858
2302021,1460529
2749062,52817
40399,50514
40399,54211
50514,54211
112795,110744
132084,90037
36100,382934
27986,12466
27986,45744
27986,230758
27986,35646
12466,45744
12466,230758
12466,35646
45744,230758
45744,35646
230758,35646
176217,45557
296820,50116
219443,219444
230216,244453
1535716,19098
39740,194996
3273,25654
3115964,1107137
99379,622862
122133,1198535
14145,159465
107303,591778
276513,3874188
137627,194
559081,2879719
122133,1198535
212048,11864
261304,893639
81419,408316
23005,53341
169198,115722
798549,798548
212048,11864
90675,56535
90675,151797
90675,56534
56535,151797
56535,56534
151797,56534
122133,1198535
122133,1198535
238274,1002517
214578,261721
11864,1125257
1107137,707639
1107137,707639
219443,219444
88270,175207
1465296,2460299
1465296,1370048
1465296,1535717
2460299,1370048
2460299,1535717
1370048,1535717
243173,243450
128087,115722
107303,195891
107303,66147
107303,195891
66147,195891
212048,11864
6494022,6016127
227263,1652499
9074,145205
25495,63774
81056,174883
210799,1065010
109832,50997
109832,836451
50997,836451
173559,195945
137604,326107
211042,1041951
185587,3345986
342282,137603
133869,177931
1240344,1240343
26445,82785
974520,282591
776,974520
974520,4088866
215092,50997
192867,39838
205201,331629
205201,13936
331629,13936
51371,84309
51371,697233
50722,187197
145529,11737
77180,82784
180140,66824
1065010,137880
1065010,1124616
137880,1124616
406156,1858482
1691851,66152
17498,63840
100257,464214
100257,464215
100257,833639
464214,464215
464214,833639
464215,833639
86473,63839
86473,86464
63839,86464
216270,263477
86475,86482
86475,63839
86482,63839
66144,487132
272352,272350
653628,207191
906716,921873
36100,218290
36100,95080
218290,95080
360684,360681
1360605,31995
1360605,1289383
1360605,291036
31995,1289383
31995,291036
1289383,291036
216270,207191
66144,22915
66144,10147
22915,10147
57509,301152
139263,275854
356428,39015
356428,28738
39015,28738
76894,2265
21742,10990
49187,341733
26918,16412
197411,188193
4091,50581
31751,137880
175708,534184
13873,5682
13873,44392
13873,17594
13873,4848
13873,167524
5682,44392
5682,17594
5682,4848
5682,167524
44392,17594
44392,4848
44392,167524
17594,4848
17594,167524
4848,167524
4778,17587
35746,51984
3079,602429
13732,69544
51368,77855
119250,147708
177093,51368
50200,175184
171146,50997
26245,200496
349214,5052338
144758,164246
204691,201124
628457,31008
191098,804496
1109600,67386
1109600,2266
67386,2266
331447,332354
1113650,15787
50997,241531
81419,66154
81419,71204
81419,263477
66154,71204
66154,263477
71204,263477
141600,120307
141600,209479
120307,209479
221328,32124
50200,229665
50200,1065010
50200,982496
229665,1065010
229665,982496
1065010,982496
48745,37909
141600,212142
164236,151357
569040,43315
181073,43011
475475,60978
475475,81700
60978,81700
81419,71204
81419,263477
71204,263477
137878,243409
508909,477328
133869,234007
919142,132084
585358,635166
174303,66154
216708,364225
534451,774079
114823,115941
114823,382934
115941,382934
455497,31752
282732,282734
461718,341309
273160,173096
78659,17212
219204,908622
49187,51369
792955,137603
214595,901031
774779,69544
137878,60978
784368,784366
233184,470620
184488,86495
184488,37913
86495,37913
216036,126817
58435,373344
58435,769482
58435,214242
373344,769482
373344,214242
769482,214242
59176,5953
43315,214242
364228,109394
27341,18119
3620595,2563899
133869,177931
209748,66824
595828,93780
35125,3495289
35125,221673
3495289,221673
260749,357730
3509596,289687
1649749,295213
159527,141600
159527,2903999
141600,2903999
74169,18684
74169,9741
18684,9741
339477,212678
747767,1065010
747767,113583
1065010,113583
215981,489950
4159314,4338750
65049,14646
688271,1671539
2503395,221673
278267,935427
3243777,3755115
1638200,16508
421588,151199
1719965,3723907
1935092,1079116
179826,349341
1611573,2297101
1107018,1131022
45241,44958
219204,329649
206660,174136
346824,346827
2396387,3150594
2396387,3150595
3150594,3150595
17638,207982
717370,318849
237323,170971
3014353,2973640
190221,653377
190221,143799
653377,143799
178698,76037
178698,349995
178698,36516
76037,349995
76037,36516
349995,36516
1902191,2735785
706469,262274
211211,41922
475475,221673
1406235,331415
1615988,1065010
1615988,151199
1615988,1065010
1615988,357753
151199,1065010
151199,357753
1065010,357753
186908,581910
37908,341733
184514,296716
1095022,1152841
2418185,1128599
4471339,4898831
177086,122418
177086,53127
122418,53127
6458686,6458685
1149672,1149671
818848,1581501
306592,980276
106523,79326
2545,1567554
1270301,137204
1650185,2186837
807519,80569
1486076,1764775
2310640,952665
3678914,2871359
3678914,3690294
2871359,3690294
22935,50706
22935,198518
50706,198518
22935,34215
22935,25058
7708,81052
8994,100593
103892,233501
140922,431866
692462,1177749
57492,327827
66074,66070
66417,31777
66417,39909
66417,32000
66417,423973
31777,39909
31777,32000
31777,423973
39909,32000
39909,423973
32000,423973
610983,1062085
558845,558846
2191654,1510752
1510752,2191654
1603697,1604550
53965,492474
1604591,1605040
1604591,2674772
1603697,1603696
1603696,1604550
13869,207103
188818,189048
30011,92281
14014,21125
5793,354816
32446,7686
194395,99172
408402,137880
258410,209214
258410,683743
209214,683743
1563543,80569
1265468,944875
198518,242071
24212,10995
1625234,21742
283720,35527
22910,21742
22910,1183829
21742,1183829
41769,207095
85390,85392
85390,85382
85392,85382
14295,190317
66810,190328
9965,537532
3397922,3397923
230245,21715
86495,132084
99172,198047
99172,208442
198047,208442
65049,100752
214535,345216
184921,2167941
16662,104618
16662,1261122
104618,1261122
22650,1099151
1322193,109832
169049,215151
169049,1039050
215151,1039050
3555730,258410
140833,592895
3244965,2064375
421494,1095570
1037875,3042042
100752,188242
100752,38661
100752,188242
38661,188242
52816,113497
81056,100756
100756,109832
1384526,100756
1384526,174193
100756,174193
239980,240528
239980,239985
240528,239985
107771,50513
86495,37907
86495,173359
86495,216097
37907,173359
37907,216097
173359,216097
376157,145858
376157,367627
145858,367627
39837,60978
39837,109832
60978,109832
136513,178310
136513,173945
178310,173945
174193,173506
174193,127836
173506,127836
1033925,109832
964370,137604
108622,13727
100752,528025
240493,57640
175586,132084
81056,1738245
3608369,174193
243221,105453
243221,100751
105453,100751
1401232,325291
52816,1441550
158462,10991
158462,174883
10991,174883
108622,620399
39837,13726
316833,100752
316833,100752
167543,184921
1341265,100752
17551,62571
17551,132084
17551,66154
62571,132084
62571,66154
132084,66154
138789,247602
222705,1215101
237367,275800
237367,840304
275800,840304
1028165,3834434
198518,242071
295495,759956
122088,177869
34457,3695
100756,329714
132084,1201678
1104991,1083538
173460,1075630
173460,244342
173460,61833
1075630,244342
1075630,61833
244342,61833
59036,936369
100756,210948
3201591,3201604
1105715,3814087
3589271,2223668
2223668,3312584
187088,3805285
5177910,5636253
240489,173406
240489,209136
173406,209136
640363,617397
1103444,229665
574981,100756
574981,66154
574981,145858
574981,109513
100756,66154
100756,145858
100756,109513
66154,145858
66154,109513
145858,109513
144758,164246
575675,796144
1895863,327742
81201,71256
37912,109513
37912,53127
109513,53127
154500,120009
39664,211121
204841,171146
292681,1778977
727590,1825654
2875151,1502171
1502171,357753
1502171,1201210
357753,1201210
2604545,3914875
2545933,3518183
3949713,419677
5428976,109564
3062379,1825654
5681167,4938476
792536,2044778
6123120,4938476
6123120,3243777
4938476,3243777
6123120,3755115
6123120,3791818
6123120,3713444
3755115,3791818
3755115,3713444
3791818,3713444
3000913,419677
333565,1615988
1201210,3244227
1201210,3259639
3244227,3259639
6358267,151199
6042640,4938476
50997,174747
186837,50997
120826,36158
50513,132084
211206,137880
35848,37906
138038,37906
5648,31777
5648,109832
5648,39838
5648,110153
31777,109832
31777,39838
31777,110153
109832,39838
109832,110153
39838,110153
51650,84310
51650,250941
84310,250941
38561,53116
38561,53127
53116,53127
4778,51369
26246,51271
39908,39909
36100,90037
209748,79578
180456,126113
182673,37906
182673,58014
182673,165375
37906,58014
37906,165375
58014,165375
197812,126433
885103,35125
60978,36099
132084,66154
51368,110844
51368,177086
110844,177086
246347,712622
37906,90037
41767,174381
96151,26918
910493,173190
115410,229853
120009,210316
110156,241531
132084,53119
105693,173758
105693,185578
173758,185578
151199,137880
151199,1065010
151199,38661
137880,1065010
137880,38661
1065010,38661
176560,147982
191249,50662
182673,97139
182673,36100
97139,36100
406165,37913
406165,211211
406165,37906
37913,211211
37913,37906
211211,37906
17587,50514
17587,134136
17587,175089
50514,134136
50514,175089
134136,175089
461718,341309
43128,49187
92281,111476
212257,109513
212257,293454
109513,293454
204617,60978
180140,180818
76242,109832
25495,390896
216703,109394
52835,26918
52835,43011
52835,223808
26918,43011
26918,223808
43011,223808
97838,21070
97838,46324
21070,46324
136840,77859
216095,37913
216095,214297
37913,214297
24212,39908
747767,1123728
171423,205073
877929,494714
75187,66147
205201,6254568
205201,110844
6254568,110844
1065010,383281
80325,18844
80325,6952
80325,39600
18844,6952
18844,39600
6952,39600
1065010,174968
588851,225432
588851,78749
588851,282718
225432,78749
225432,282718
78749,282718
134987,210793
134987,22028
210793,22028
192718,8285
132084,113497
132084,66154
132084,100756
132084,109832
113497,66154
113497,100756
113497,109832
66154,100756
66154,109832
100756,109832
841091,276578
170239,116237
457961,122418
457961,233184
122418,233184
242172,242173
86495,120307
37908,60978
66154,100756
66154,132084
66154,116227
66154,173081
66154,145858
66154,173399
100756,132084
100756,116227
100756,173081
100756,145858
100756,173399
132084,116227
132084,173081
132084,145858
132084,173399
116227,173081
116227,145858
116227,173399
173081,145858
173081,173399
145858,173399
14753,358399
51988,35135
13727,14743
130964,212257
130964,60978
212257,60978
132084,157311
120307,193237
210875,36100
131961,67672
302953,302950
94385,1612002
94385,50997
1612002,50997
245750,516037
245750,699999
516037,699999
337099,278168
209748,1065010
324035,22910
324035,21742
22910,21742
234312,275916
165375,45095
165375,120307
165375,177086
165375,51988
165375,137603
45095,120307
45095,177086
45095,51988
45095,137603
120307,177086
120307,51988
120307,137603
177086,51988
177086,137603
51988,137603
119142,241513
119142,180140
119142,229665
119142,181022
119142,51988
119142,1065010
119142,205201
241513,180140
241513,229665
241513,181022
241513,51988
241513,1065010
241513,205201
180140,229665
180140,181022
180140,51988
180140,1065010
180140,205201
229665,181022
229665,51988
229665,1065010
229665,205201
181022,51988
181022,1065010
181022,205201
51988,1065010
51988,205201
1065010,205201
79578,38661
79578,353608
38661,353608
1318016,647464
187546,171423
52816,13732
52816,179335
52816,173399
13732,179335
13732,173399
179335,173399
52816,144828
195198,165375
55753,225433
234143,126064
300850,2064751
250359,137603
267378,361943
1792816,1792819
1792816,235636
1792816,1792822
1792819,235636
1792819,1792822
235636,1792822
37909,383281
107195,491289
48057,14954
106719,1216733
3269862,676432
3269862,614963
3269862,376312
676432,614963
676432,376312
614963,376312
2176319,1677649
2176319,38661
1677649,38661
178698,192718
722712,26246
722712,209748
26246,209748
356846,132084
119142,241513
885971,100752
885971,261878
885971,17587
885971,14743
100752,261878
100752,17587
100752,14743
261878,17587
261878,14743
17587,14743
416866,137602
38561,1065010
38561,132084
1065010,132084
182673,97139
182673,36100
182673,13732
97139,36100
97139,13732
36100,13732
76242,109513
76242,185582
76242,197812
76242,182673
109513,185582
109513,197812
109513,182673
185582,197812
185582,182673
197812,182673
325176,1615988
86495,184491
86495,173377
184491,173377
747767,1123728
232827,67039
1043045,566785
1043045,568280
566785,568280
276569,533168
209286,181022
747767,137880
747767,137880
2220821,1518183
2220821,2165577
1518183,2165577
36100,95080
36100,326453
36100,420349
326453,420349
48354,241513
461052,483326
459304,477346
275960,276578
35848,145843
1881036,1175141
76037,178698
36100,357753
36100,209286
357753,209286
2052339,374510
2052339,180140
374510,180140
4348013,994608
4348013,494714
994608,494714
52816,13732
52816,179335
13732,179335
52816,109832
154983,109395
14081,893821
1419605,1419611
1419605,2664647
1419611,2664647
2512047,3414741
173428,348652
212142,212972
113994,206940
988770,58593
142956,79578
142956,209294
79578,209294
1502171,79578
36158,120826
36158,79578
120826,79578
132084,209294
37913,38561
185582,885972
35135,51272
210875,21742
406165,142956
133640,270484
133640,62134
270484,62134
13333,126119
13333,454654
126119,454654
508909,477328
278166,278165
76242,1103798
126113,180456
588851,225432
588851,109396
588851,282718
588851,78749
225432,109396
225432,282718
225432,78749
109396,282718
109396,78749
282718,78749
1149175,282718
419677,3232613
215993,21742
4812124,3520786
343060,27811
357753,97139
357753,181022
97139,181022
111506,1569811
182673,51352
1101544,214299
1101544,1898287
214299,1898287
511010,476342
209294,167644
588851,225432
588851,109396
588851,282718
588851,78749
225432,109396
225432,282718
225432,78749
109396,282718
109396,78749
282718,78749
186837,21742
276581,279209
347949,233054
347949,365048
233054,365048
79578,165952
786484,786486
1905,58757
297092,111506
218026,216706
383281,137602
373199,237908
373199,4248928
237908,4248928
178698,45095
184674,189527
31518,285827
285827,232956
285827,203724
232956,203724
66154,132084
51272,67039
4778,52835
231101,109830
176766,39829
50513,107771
137204,232815
209294,79578
209294,76487
79578,76487
151199,3292269
151199,1003686
3292269,1003686
1564087,2158137
1564087,120307
2158137,120307
824843,45095
53116,137602
126157,38661
126157,79578
38661,79578
402602,3972719
1170866,173855
1170866,1065010
173855,1065010
209294,79578
209294,38661
1144783,13732
415110,403364
100752,188242
588851,302953
588851,302950
302953,302950
1502167,329621
105693,683315
5238079,2171152
209294,79578
79578,209748
79578,132084
209748,132084
388391,21742
112569,202250
425348,5154009
267374,303120
385238,122418
385238,13732
26245,66152
4791146,1021861
66154,5419358
2353545,137880
241513,382934
241513,36100
241513,132084
241513,181022
382934,36100
382934,132084
382934,181022
36100,132084
36100,181022
132084,181022
241513,181022
241513,374226
241513,1065010
241513,382934
181022,374226
181022,1065010
181022,382934
374226,1065010
374226,382934
1065010,382934
241513,357753
241513,3198963
241513,221673
241513,1502171
357753,3198963
357753,221673
357753,1502171
3198963,221673
3198963,1502171
221673,1502171
383281,1095570
177218,131960
177218,45095
177218,2400735
177218,248514
131960,45095
131960,2400735
131960,248514
45095,2400735
45095,248514
2400735,248514
964253,2751069
188242,9638
1977667,39837
250359,137603
250359,315388
250359,315387
137603,315388
137603,315387
315388,315387
50513,132084
286496,103384
182673,51988
182673,45095
182673,231098
51988,45095
51988,231098
45095,231098
182673,13732
37913,234316
394537,612143
394537,908662
612143,908662
167646,113583
209748,90037
126073,1065010
126073,90037
1065010,90037
212524,80402
126073,3280719
167646,1502171
99679,92898
99679,90037
92898,90037
4569574,414236
182673,36100
4440880,4938476
383281,209294
383281,167644
209294,167644
126073,90037
212524,5153025
212524,76242
5153025,76242
94965,360537
90440,192502
260397,260390
100248,350030
133881,98456
134181,1105307
17550,70351
260397,260390
227200,76242
165375,50200
809194,809195
355236,110844
228449,1707877
228449,1805382
1707877,1805382
35135,180585
219551,354755
33373,324866
458865,76894
601918,597210
601918,282777
597210,282777
36628,86464
106720,5682
168693,1760377
168693,1760377
216420,57899
216420,5682
216420,69273
57899,5682
57899,69273
5682,69273
1283971,1467052
1283971,1467052
1106613,4048318
168693,1760377
285980,389870
110844,111476
231775,171761
181644,176349
365580,318523
316568,64692
39455,192683
39455,17587
192683,17587
57715,322657
100962,5170279
100962,2520425
5170279,2520425
2787253,2941989
2787253,2941990
2941989,2941990
111502,256399
2847579,2664142
2847579,2087172
105343,58533
105343,66144
105343,87216
58533,66144
58533,87216
66144,87216
738499,66144
173951,1415257
1236849,5513728
1580767,2408530
869437,1641078
869437,1401187
1641078,1401187
596542,59769
235957,237362
273051,288196
273051,288196
260280,521356
1198438,1252580
101960,44392
21742,65049
42626,42627
926686,817164
5004,113643
25495,390896
39956,21128
192059,92281
274561,45041
2589,43415
37906,39946
14313,1615784
26232,1242111
1003290,24072
464681,60316
10181,78325
187374,149309
1095022,1157453
774755,774745
327674,1105595
327674,655629
1105595,655629
283908,297391
1346396,1346395
206984,707862
635898,1230639
1453094,1497198
203630,1395293
203630,1395293
58554,186837
1705967,1230639
1705967,635898
1705967,1206946
635898,1206946
635898,3486496
2645462,3692221
3945646,787058
2241613,1206943
1401713,1401714
1705967,1230639
635898,2669924
635898,2669924
635898,2669924
222287,1206943
4628995,4629002
635898,1206946
186670,59048
2223668,3945646
787058,3945646
2645344,3787135
1867254,2379221
1148968,2260475
3221857,3689112
203630,4667954
283889,2131811
283889,256519
2131811,256519
1400624,283889
3848678,2264967
2241616,3723362
1089315,473030
1093318,4033141
5105957,2650879
1401308,2873625
635898,1206946
5458080,4203508
611944,617397
328504,327674
223718,223719
223718,223719
223718,223719
2669923,4443140
235174,16659
2131311,1191185
3305209,3892800
50997,3898213
366000,3898213
1705699,1835543
4628995,3723366
4203508,3892800
5232260,5290316
5232260,4902450
4443140,5578483
222287,1206946
4628290,2241613
6423443,4628290
6423443,6423446
4628290,6423446
5083440,4443140
4443140,2669923
5232260,2241613
4443140,5083440
4443140,5095721
4443140,3892800
4443140,5083440
6545356,1705969
601277,4205337
275545,458432
817444,2267431
817444,2267430
2267431,2267430
2076143,1668782
80809,43169
126833,247355
126833,247354
247355,247354
499898,116149
499898,204817
116149,204817
4813,188761
21920,17101
1252850,236988
1252850,236987
1252850,140742
236988,236987
236988,140742
236987,140742
821046,706700
2957310,113468
2957310,113469
2957310,95003
113468,113469
113468,95003
113469,95003
6223809,2296277
133877,133869
133877,239488
133869,239488
187660,38561
187660,136840
187660,143582
38561,136840
38561,143582
136840,143582
177683,217499
44958,436547
876920,5867729
876920,1954477
5867729,1954477
856003,856004
90181,288534
65048,217039
41769,39954
104601,45550
104601,45551
104601,39946
45550,45551
45550,39946
45551,39946
17531,20542
1031801,1031800
301810,4653
301810,191752
4653,191752
162007,82983
162007,173653
82983,173653
51988,114823
5649,53257
1144845,1816432
1272238,409267
41769,207096
21128,681759
618627,665194
3885045,3729999
121637,229665
3729999,1405475
492585,1776586
342537,206732
342537,240490
206732,240490
63347,1934156
66154,4157682
71651,82947
2479466,2106965
58554,39666
58554,1435159
39666,1435159
40234,383061
52707,3570583
2706068,185582
2706068,222985
185582,222985
111506,1270301
185582,195903
685501,34215
1343447,226184
2544863,1568575
110262,1117208
744142,1107019
744142,939720
1107019,939720
177423,177422
112039,244051
31712,105661
198518,242071
3430916,613018
39740,194996
412371,4015101
22757,240466
185580,618584
185580,194106
618584,194106
72461,44944
235622,235635
219213,17587
273023,232800
223690,14753
207189,367589
3214,251591
651688,652979
3879155,3016002
289977,222443
4731116,38253
2976843,222729
14747,179014
14747,101746
179014,101746
187810,4730579
137880,353611
59769,17587
59769,50997
59769,51369
17587,50997
17587,51369
50997,51369
167543,7699
38661,324296
38661,5682
324296,5682
136513,132084
21742,81206
21742,81700
81206,81700
14646,21742
26592,749029
109832,39837
184674,189527
184674,9741
189527,9741
65049,110844
65049,37906
65049,79578
65049,167646
110844,37906
110844,79578
110844,167646
37906,79578
37906,167646
79578,167646
110844,179757
21742,126064
21742,198526
126064,198526
80325,33534
80325,130964
33534,130964
113583,357753
433349,31715
13727,113497
132084,239985
382934,229665
402679,37908
81206,132084
26592,106892
1778977,50513
205073,132084
173547,785743
173547,39455
173547,51369
173547,50997
173547,100752
785743,39455
785743,51369
785743,50997
785743,100752
39455,51369
39455,50997
39455,100752
51369,50997
51369,100752
50997,100752
51272,51984
101545,120826
14646,21742
66153,160771
66153,208836
160771,208836
113498,174193
113498,237350
174193,237350
154551,39455
81206,14646
37909,359939
232956,404719
198544,111476
195008,185889
195008,88760
185889,88760
210875,388391
210875,37909
388391,37909
320920,9373
97515,198544
97515,205201
198544,205201
114823,257789
1502171,1181588
2686692,359939
232956,357753
100292,177497
244195,244193
4659988,4659987
4659988,1862855
4659987,1862855
5635280,4214998
5349962,6031389
1637207,1637211
1296046,2502445
4451877,961105
4451877,1695724
961105,1695724
1133263,1641314
357282,1369609
53530,53529
38238,18123
38238,2133832
18123,2133832
173096,242215
37908,90037
8285,50997
527866,233959
155456,775046
69387,182063
39666,58554
39666,28104
39666,1435159
58554,28104
58554,1435159
28104,1435159
932352,186837
57509,301152
233578,157232
295948,78711
295948,57508
78711,57508
1648888,2455054
123982,3840
57508,57509
50514,21291
58554,186837
57509,215502
57509,2158906
215502,2158906
137576,238003
57509,103268
137576,3395142
137576,3121045
28105,142933
189666,142933
28104,1153964
582882,590790
582882,557706
590790,557706
2678982,4125166
2678982,2660926
4125166,2660926
93616,162445
363728,2545
22935,50706
22935,50513
22935,53119
50706,50513
50706,53119
50513,53119
13873,48423
142902,13873
142902,48423
13873,48423
48423,176098
63347,88690
26370,82763
217771,195011
21920,50514
21920,21921
50514,21921
188781,1828276
38514,221653
238212,144225
82565,201801
21920,196439
1104527,1104526
290433,290434
277129,799093
245333,245334
955759,955760
2518710,2518708
2518710,2612166
2518708,2612166
41206,196436
2684450,2610338
1174599,542658
246529,246528
695912,685121
1900192,192640
1922693,1922694
107491,82785
107491,265255
82785,265255
245333,356796
218087,53119
1101264,5014736
1101264,5834546
5014736,5834546
2370282,1714989
1221253,1109719
135893,71680
200563,200564
186908,124890
142954,162283
1583323,1583059
1052728,1052727
1052728,552661
1052727,552661
188777,50514
17531,26233
2445210,578980
2571130,1270635
1165438,1165439
12137,105451
1845946,1845945
1981135,1670341
222837,6126145
737946,737944
737946,737948
737944,737948
1461629,476414
26246,248375
28579,572620
1370744,1370746
1966403,240713
49466,163330
1386300,3183336
1386300,3183336
1836613,1926538
332194,183463
332194,183462
183463,183462
25058,187204
463122,215369
33373,278347
163010,189300
174122,173817
243448,11784
4748995,4789293
150554,4789293
150554,3370340
4789293,3370340
32215,34215
1444,2072638
1444,39659
2072638,39659
352182,1479429
368819,352182
284952,349953
62148,120236
173362,194387
39833,9741
186264,1065010
171458,446499
130964,291293
291611,245383
131960,51352
16360,1145860
57979,784578
216420,162438
21128,194775
21128,758173
194775,758173
79766,129855
58554,186837
108618,134875
421494,1095570
112968,256121
309482,309481
97838,3184252
58554,186837
50997,458975
4778,120826
126111,4618
109333,91623
15585,841097
234143,14646
275916,162460
610733,63839
225432,302952
275916,126111
601893,581859
278231,5635
364228,370908
394728,278168
3221771,588655
234316,1982326
282774,1582850
21910,4093
66147,13732
4610243,1645887
1273129,75982
191071,200516
136900,90644
2468526,44958
239952,974296
1615988,209286
398781,1065010
22910,21128
341732,383281
341732,1447802
383281,1447802
1447802,940306
107769,399940
51368,232451
51368,60978
232451,60978
26936,66817
100292,86470
219088,219089
219088,281183
219088,217953
166190,89475
188052,528451
189887,122088
113390,565910
1112499,1122585
283980,926625
218861,1203934
283980,926625
219088,219090
219088,219090
219088,219090
218861,1125561
2962554,219088
1094253,849559
849559,769673
2199764,849559
3737607,926625
219088,219090
219088,1280168
209294,142956
267378,3750574
431798,188467
342923,342920
100752,113498
2780606,37906
209294,167646
1289,10586
198544,114919
26918,35125
535652,323303
126157,239872
1638200,215610
24211,639065
25666,39167
25666,42423
39167,42423
57470,287762
57470,300249
287762,300249
186837,93616
190363,14752
18311,1106453
188169,188168
188169,122088
188169,188167
188168,122088
188168,188167
122088,188167
188168,188167
9839,50662
65048,217039
82924,100292
283895,175629
219476,219534
173795,189383
218275,224931
218275,219497
218275,283629
218275,256490
224931,219497
224931,283629
224931,256490
219497,283629
219497,256490
283629,256490
14742,108619
185569,51065
207188,910759
207188,50578
910759,50578
105661,591721
3272,1769553
21125,53047
2685102,967872
50514,223614
131127,174708
2526661,3560139
89865,201373
1461629,66417
2526661,2757655
190244,1702096
3219782,2525471
1095022,1152841
216817,352403
21128,192632
3215347,1525271
93614,17587
93614,139643
93614,37905
93614,9707
17587,139643
17587,37905
17587,9707
139643,37905
139643,9707
37905,9707
414270,799359
1088422,114649
711924,711923
3232613,1615988
3232613,5153025
1615988,5153025
5648,35848
5648,53164
35848,53164
190363,966434
190363,972505
966434,972505
63338,50514
2201784,612261
14014,8279
5638279,5638329
190399,66417
190399,82983
66417,82983
1439270,3721009
645773,200199
340904,3727157
1043031,206944
31011,43796
1777533,617198
1777533,4653573
617198,4653573
215848,109400
215848,162460
109400,162460
181427,40445
1759714,643540
1340976,816972
1340976,2893932
816972,2893932
383281,256260
463122,122090
163128,58757
1079083,1079081
172043,195698
37098,188176
387071,1799530
387071,100752
1799530,100752
38661,31777
38661,80658
31777,80658
69387,182063
69387,17897
182063,17897
33373,278347
696818,256739
472460,342668
489732,1091530
4180746,1014997
173141,119104
782827,1030973
3572157,1119757
1030973,2535474
216150,3862
216150,18508
3862,18508
17594,18684
2831021,169508
21128,194775
21128,2133832
194775,2133832
5418532,3669342
5777031,2958058
362504,174968
488051,282749
488051,1260613
488051,585531
282749,1260613
282749,585531
1260613,585531
2545,689990
792536,803809
885103,232956
4016434,1825654
2681801,2715961
215993,1479204
1479204,2664379
1195708,494714
4257513,2707686
50127,471634
4511346,4511314
3896139,3615961
4129661,4703954
214109,215560
57509,301152
20773,301152
3130214,3470929
2542171,1506542
3532946,485097
189487,333719
2136477,2191654
352882,138678
3103462,3402040
193194,1977144
108622,835118
126064,21742
126064,26918
21742,26918
51988,134871
165375,214299
165375,326109
214299,326109
220898,137878
220898,343060
137878,343060
40347,1065010
1100769,366255
180140,852371
180140,37906
852371,37906
173857,14646
180140,341733
180140,374510
180140,261600
180140,137604
341733,374510
341733,261600
341733,137604
374510,261600
374510,137604
261600,137604
60978,36099
60978,53077
36099,53077
37907,37910
382081,62572
479893,229665
173857,122418
37906,170239
37906,51988
37906,210793
170239,51988
170239,210793
51988,210793
692682,132084
154022,38855
1041951,174968
1041951,2020176
1041951,213910
174968,2020176
174968,213910
2020176,213910
165375,326107
174968,299317
203724,382819
482704,457961
482704,182094
457961,182094
177086,374510
210793,212972
232956,297748
244833,137012
244833,106719
244833,11152
137012,106719
137012,11152
106719,11152
1614867,220984
132084,173359
205201,331629
205201,1065010
331629,1065010
18123,244611
5232260,4443140
34215,1764561
5917028,181397
422626,10586
422626,3768579
10586,3768579
4688783,6350302
349348,2667442
43011,99965
3968453,2142278
324244,324247
109129,279144
109129,21070
279144,21070
80325,229665
217884,320897
1272631,1917751
1272631,1124462
1917751,1124462
51368,566501
25495,1002011
53119,37906
53119,10991
53119,35746
53119,17587
37906,10991
37906,35746
37906,17587
10991,35746
10991,17587
35746,17587
50575,50576
21001,65049
21001,37906
65049,37906
16741,2545
113994,206940
7708,37233
120826,111502
5455,34225
215848,216703
215848,799086
215848,126111
216703,799086
216703,126111
799086,126111
90037,132084
90037,115941
132084,115941
106720,2810122
106720,227408
2810122,227408
51368,18324
1439270,3667994
968090,4348013
207191,2273636
1009227,3338384
2928641,1826065
270334,206732
991782,2690242
5739770,5964396
